,time,lat,lon,ele,hr,cadence,power,dt,dist,speed_mps,speed_mps_smooth,pace_sec_km,pace_min_per_km,is_walk,heart_rate,latitude,lat_prev,longitude,lon_prev,distance_cumulative_km,distance_segment_m,time_prev,time_delta_s
0,2025-05-08 20:20:03+00:00,34.607632,-98.425952,341.6,95,0,,0.0,0.0,0.0,0.0,,,True,95,34.607632,,-98.425952,,0.0,0.0,,
1,2025-05-08 20:20:15+00:00,34.607632,-98.425952,341.6,94,0,,12.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:03+00:00,12.0
2,2025-05-08 20:20:16+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:15+00:00,1.0
3,2025-05-08 20:20:17+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:16+00:00,1.0
4,2025-05-08 20:20:18+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:17+00:00,1.0
5,2025-05-08 20:20:19+00:00,34.607632,-98.425952,341.6,91,0,,1.0,0.0,0.0,0.0,,,True,91,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:18+00:00,1.0
6,2025-05-08 20:20:20+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:19+00:00,1.0
7,2025-05-08 20:20:21+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:20+00:00,1.0
8,2025-05-08 20:20:22+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:21+00:00,1.0
9,2025-05-08 20:20:23+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:22+00:00,1.0
10,2025-05-08 20:20:24+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:23+00:00,1.0
11,2025-05-08 20:20:25+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:24+00:00,1.0
12,2025-05-08 20:20:26+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:25+00:00,1.0
13,2025-05-08 20:20:27+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:26+00:00,1.0
14,2025-05-08 20:20:28+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:27+00:00,1.0
15,2025-05-08 20:20:29+00:00,34.607632,-98.425952,341.6,93,0,,1.0,0.0,0.0,0.0,,,True,93,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:28+00:00,1.0
16,2025-05-08 20:20:30+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:29+00:00,1.0
17,2025-05-08 20:20:31+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:30+00:00,1.0
18,2025-05-08 20:20:32+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:31+00:00,1.0
19,2025-05-08 20:20:33+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:32+00:00,1.0
20,2025-05-08 20:20:34+00:00,34.607632,-98.425952,341.6,94,0,,1.0,0.0,0.0,0.0,,,True,94,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:33+00:00,1.0
21,2025-05-08 20:20:35+00:00,34.607632,-98.425952,341.6,97,0,,1.0,0.0,0.0,0.0,,,True,97,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:34+00:00,1.0
22,2025-05-08 20:20:36+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:35+00:00,1.0
23,2025-05-08 20:20:37+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:36+00:00,1.0
24,2025-05-08 20:20:38+00:00,34.607632,-98.425952,341.6,95,0,,1.0,0.0,0.0,0.0,,,True,95,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:37+00:00,1.0
25,2025-05-08 20:20:39+00:00,34.607632,-98.425952,341.6,93,0,,1.0,0.0,0.0,0.0,,,True,93,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:38+00:00,1.0
26,2025-05-08 20:20:40+00:00,34.607632,-98.425952,341.6,91,0,,1.0,0.0,0.0,0.0,,,True,91,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:39+00:00,1.0
27,2025-05-08 20:20:41+00:00,34.607632,-98.425952,341.6,90,0,,1.0,0.0,0.0,0.0,,,True,90,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:40+00:00,1.0
28,2025-05-08 20:20:42+00:00,34.607632,-98.425952,341.6,90,0,,1.0,0.0,0.0,0.0,,,True,90,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:41+00:00,1.0
29,2025-05-08 20:20:43+00:00,34.607632,-98.425952,341.6,88,0,,1.0,0.0,0.0,0.0,,,True,88,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:42+00:00,1.0
30,2025-05-08 20:20:44+00:00,34.607632,-98.425952,341.6,90,0,,1.0,0.0,0.0,0.0,,,True,90,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:43+00:00,1.0
31,2025-05-08 20:20:45+00:00,34.607632,-98.425952,341.6,90,0,,1.0,0.0,0.0,0.0,,,True,90,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:44+00:00,1.0
32,2025-05-08 20:20:46+00:00,34.607632,-98.425952,341.6,91,0,,1.0,0.0,0.0,0.0,,,True,91,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:45+00:00,1.0
33,2025-05-08 20:20:47+00:00,34.607632,-98.425952,341.6,91,0,,1.0,0.0,0.0,0.0,,,True,91,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:46+00:00,1.0
34,2025-05-08 20:20:48+00:00,34.607632,-98.425952,341.6,91,0,,1.0,0.0,0.0,1.6121166436430134,,,True,91,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:47+00:00,1.0
35,2025-05-08 20:20:49+00:00,34.607632,-98.425952,341.6,92,0,,1.0,0.0,0.0,3.941993664847035,,,True,92,34.607632,34.607632,-98.425952,-98.425952,0.0,0.0,2025-05-08 20:20:48+00:00,1.0
36,2025-05-08 20:20:50+00:00,34.607584,-98.425886,341.6,92,0,,1.0,8.060583218215067,8.060583218215067,5.893681832701459,124.06050194236934,2.0676791677228867,True,92,34.607584,34.607632,-98.425886,-98.425952,0.008060583218215067,8.060583218215067,2025-05-08 20:20:49+00:00,1.0
37,2025-05-08 20:20:51+00:00,34.607486,-98.425931,341.6,92,0,,1.0,11.649385106020107,11.649385106020107,10.260464374576847,85.84144063391169,1.4306935386132158,True,92,34.607486,34.607584,-98.425931,-98.425886,0.019709968324235175,11.649385106020107,2025-05-08 20:20:50+00:00,1.0
38,2025-05-08 20:20:52+00:00,34.607399,-98.425945,341.6,92,150,,1.0,9.758440839272122,9.758440839272122,10.75006432965567,102.47538684413334,1.7079265299151172,False,92,34.607399,34.607486,-98.425945,-98.425931,0.029468409163507295,9.758440839272122,2025-05-08 20:20:51+00:00,1.0
39,2025-05-08 20:20:53+00:00,34.607204,-98.425973,341.8,92,114,,1.0,21.833912709376936,21.833912709376936,9.25000151633179,45.80031134641907,0.7633400491173626,True,92,34.607204,34.607399,-98.425973,-98.425945,0.051302321872884235,21.833912709376936,2025-05-08 20:20:52+00:00,1.0
40,2025-05-08 20:20:54+00:00,34.607182,-98.425974,341.8,91,114,,1.0,2.447999775394121,2.447999775394121,7.299955522090701,408.4967695060359,6.808293108326248,True,91,34.607182,34.607204,-98.425974,-98.425973,0.05375032164827836,2.447999775394121,2025-05-08 20:20:53+00:00,1.0
41,2025-05-08 20:20:55+00:00,34.607181,-98.42598,341.8,91,0,,1.0,0.5602691515956675,0.5602691515956675,5.726457237523627,1784.856434004911,29.74766672862965,True,91,34.607181,34.607182,-98.42598,-98.425974,0.05431059079987403,0.5602691515956675,2025-05-08 20:20:54+00:00,1.0
42,2025-05-08 20:20:56+00:00,34.607164,-98.425978,341.8,92,0,,1.0,1.8991551348146598,1.8991551348146598,1.616334563937618,526.5499282645969,8.775849689407556,True,92,34.607164,34.607181,-98.425978,-98.42598,0.05620974593468869,1.8991551348146598,2025-05-08 20:20:55+00:00,1.0
43,2025-05-08 20:20:57+00:00,34.607148,-98.425971,341.8,93,0,,1.0,1.8909494164367542,1.8909494164367542,1.5395388161765153,528.8348759134809,8.81393222638721,True,93,34.607148,34.607164,-98.425971,-98.425978,0.05810069535112544,1.8909494164367542,2025-05-08 20:20:56+00:00,1.0
44,2025-05-08 20:20:58+00:00,34.607138,-98.425978,341.8,95,0,,1.0,1.2832993414468887,1.2832993414468887,1.6727976649419276,779.2414191318172,12.987382960244256,True,95,34.607138,34.607148,-98.425978,-98.425971,0.059383994692572335,1.2832993414468887,2025-05-08 20:20:57+00:00,1.0
45,2025-05-08 20:20:59+00:00,34.607128,-98.425997,341.8,98,0,,1.0,2.0640210365886067,2.0640210365886067,1.4538822442784136,484.49118602627715,8.074869250144152,True,98,34.607128,34.607138,-98.425997,-98.425978,0.06144801572916094,2.0640210365886067,2025-05-08 20:20:58+00:00,1.0
46,2025-05-08 20:21:00+00:00,34.607117,-98.425998,341.8,99,0,,1.0,1.2265633954227284,1.2265633954227284,1.1877462781347734,815.2860290236816,13.588127659928993,True,99,34.607117,34.607128,-98.425998,-98.425997,0.06267457912458367,1.2265633954227284,2025-05-08 20:20:59+00:00,1.0
47,2025-05-08 20:21:01+00:00,34.607114,-98.426006,341.8,100,0,,1.0,0.80457803149709,0.80457803149709,1.0219060188492766,1242.8875271914715,20.714833549442098,True,100,34.607114,34.607117,-98.426006,-98.425998,0.06347915715608075,0.80457803149709,2025-05-08 20:21:00+00:00,1.0
48,2025-05-08 20:21:02+00:00,34.607115,-98.426012,341.8,101,0,,1.0,0.5602695857185532,0.5602695857185532,0.657198919220358,1784.8550510152834,29.747643678756422,True,101,34.607115,34.607114,-98.426012,-98.426006,0.06403942674179931,0.5602695857185532,2025-05-08 20:21:01+00:00,1.0
49,2025-05-08 20:21:03+00:00,34.607111,-98.426011,341.8,100,0,,1.0,0.45409804501940415,0.45409804501940415,0.5239401586072403,2202.1675956725794,36.702866666796176,True,100,34.607111,34.607115,-98.426011,-98.426012,0.06449352478681872,0.45409804501940415,2025-05-08 20:21:02+00:00,1.0
50,2025-05-08 20:21:04+00:00,34.607113,-98.42601,341.8,99,0,,1.0,0.2404855384440139,0.2404855384440139,0.4782366585896442,4158.254198860296,69.3043752561449,True,99,34.607113,34.607111,-98.42601,-98.426011,0.06473401032526274,0.2404855384440139,2025-05-08 20:21:03+00:00,1.0
51,2025-05-08 20:21:05+00:00,34.607114,-98.426016,341.8,98,0,,1.0,0.5602695923571404,0.5602695923571404,0.43939933608288795,1784.8550298666864,29.7476433262791,True,98,34.607114,34.607113,-98.426016,-98.42601,0.0652942799176199,0.5602695923571404,2025-05-08 20:21:04+00:00,1.0
52,2025-05-08 20:21:06+00:00,34.607118,-98.42602,341.8,97,0,,1.0,0.5760605314091096,0.5760605314091096,0.37081871235177083,1735.928683664347,28.932202592028574,True,97,34.607118,34.607114,-98.42602,-98.426016,0.06587034044902901,0.5760605314091096,2025-05-08 20:21:05+00:00,1.0
53,2025-05-08 20:21:07+00:00,34.607118,-98.426024,341.8,97,0,,1.0,0.36608297318477157,0.36608297318477157,0.4558568036929248,2731.6211712891495,45.527110575524866,True,97,34.607118,34.607118,-98.426024,-98.42602,0.06623642342221378,0.36608297318477157,2025-05-08 20:21:06+00:00,1.0
54,2025-05-08 20:21:08+00:00,34.607117,-98.426024,341.8,98,0,,1.0,0.11119492636381853,0.11119492636381853,0.3660418706522779,8993.216081892993,149.88723447208594,True,98,34.607117,34.607118,-98.426024,-98.426024,0.0663476183485776,0.11119492636381853,2025-05-08 20:21:07+00:00,1.0
55,2025-05-08 20:21:09+00:00,34.607122,-98.42602,341.8,97,0,,1.0,0.6656759951497837,0.6656759951497837,0.3200120890080268,1502.2323281688866,25.03725554389238,True,97,34.607122,34.607117,-98.42602,-98.426024,0.06701329434372738,0.6656759951497837,2025-05-08 20:21:08+00:00,1.0
56,2025-05-08 20:21:10+00:00,34.607123,-98.42602,341.8,97,0,,1.0,0.11119492715390601,0.11119492715390601,0.31746137261358864,8993.21601799235,149.88723340707307,True,97,34.607123,34.607122,-98.42602,-98.42602,0.06712448927088129,0.11119492715390601,2025-05-08 20:21:09+00:00,1.0
57,2025-05-08 20:21:11+00:00,34.60712,-98.426019,341.8,96,0,,1.0,0.34591162318785423,0.34591162318785423,0.34331949425292296,2890.9118195688093,48.18196002320747,True,96,34.60712,34.607123,-98.426019,-98.42602,0.06747040089406914,0.34591162318785423,2025-05-08 20:21:10+00:00,1.0
58,2025-05-08 20:21:12+00:00,34.607122,-98.426016,341.8,96,0,,1.0,0.3533293912125806,0.3533293912125806,0.3386858818740394,2830.220255858506,47.17043193831695,True,96,34.607122,34.60712,-98.426016,-98.426019,0.06782373028528173,0.3533293912125806,2025-05-08 20:21:11+00:00,1.0
59,2025-05-08 20:21:13+00:00,34.607124,-98.426017,341.9,96,0,,1.0,0.24048553456049018,0.24048553456049018,0.3925476158387965,4158.254266010609,69.30437637531901,True,96,34.607124,34.607122,-98.426017,-98.426016,0.06806421581984222,0.24048553456049018,2025-05-08 20:21:12+00:00,1.0
60,2025-05-08 20:21:14+00:00,34.607121,-98.426023,341.9,96,0,,1.0,0.6425079332553661,0.6425079332553661,0.3782777330158509,1556.4010158339133,25.94006881059908,True,96,34.607121,34.607124,-98.426023,-98.426017,0.06870672375309758,0.6425079332553661,2025-05-08 20:21:13+00:00,1.0
61,2025-05-08 20:21:15+00:00,34.607124,-98.426025,341.9,96,0,,1.0,0.3805035969776915,0.3805035969776915,0.34422014957653585,2628.0960494011542,43.801688426554215,True,96,34.607124,34.607121,-98.426025,-98.426023,0.06908722735007526,0.3805035969776915,2025-05-08 20:21:14+00:00,1.0
62,2025-05-08 20:21:16+00:00,34.607124,-98.426022,341.9,95,0,,1.0,0.274562209073126,0.274562209073126,0.2961230426644378,3642.161837842961,60.70281870277728,True,95,34.607124,34.607124,-98.426022,-98.426025,0.06936178955914839,0.274562209073126,2025-05-08 20:21:15+00:00,1.0
63,2025-05-08 20:21:17+00:00,34.607124,-98.42602,341.9,96,0,,1.0,0.18304147401600526,0.18304147401600526,0.16762145601336456,5463.242717945766,91.0542274071867,True,96,34.607124,34.607124,-98.42602,-98.426022,0.0695448310331644,0.18304147401600526,2025-05-08 20:21:16+00:00,1.0
64,2025-05-08 20:21:18+00:00,34.607124,-98.42602,341.9,96,0,,1.0,0.0,0.0,0.09152073661782625,,,True,96,34.607124,34.607124,-98.42602,-98.42602,0.0695448310331644,0.0,2025-05-08 20:21:17+00:00,1.0
65,2025-05-08 20:21:19+00:00,34.607124,-98.42602,341.9,95,0,,1.0,0.0,0.0,0.11270901419873935,,,True,95,34.607124,34.607124,-98.42602,-98.42602,0.0695448310331644,0.0,2025-05-08 20:21:18+00:00,1.0
66,2025-05-08 20:21:20+00:00,34.607124,-98.42602,341.9,97,96,,1.0,0.0,0.0,0.3447877189378715,,,True,97,34.607124,34.607124,-98.42602,-98.42602,0.0695448310331644,0.0,2025-05-08 20:21:19+00:00,1.0
67,2025-05-08 20:21:21+00:00,34.607121,-98.426018,341.9,95,98,,1.0,0.3805035969776915,0.3805035969776915,0.71477081164499,2628.0960494011542,43.801688426554215,True,95,34.607121,34.607124,-98.426018,-98.42602,0.06992533463014208,0.3805035969776915,2025-05-08 20:21:20+00:00,1.0
68,2025-05-08 20:21:22+00:00,34.607113,-98.426007,341.9,97,102,,1.0,1.343434997711666,1.343434997711666,1.197863734983502,744.3605397383168,12.406033807656602,True,97,34.607113,34.607121,-98.426007,-98.426018,0.07126876962785375,1.343434997711666,2025-05-08 20:21:21+00:00,1.0
69,2025-05-08 20:21:23+00:00,34.607104,-98.42599,341.9,97,102,,1.0,1.8499154635355926,1.8499154635355926,1.6809567068335105,540.5652418780162,9.009438716808331,True,97,34.607104,34.607113,-98.42599,-98.426007,0.07311868509138936,1.8499154635355926,2025-05-08 20:21:22+00:00,1.0
70,2025-05-08 20:21:24+00:00,34.607092,-98.425968,341.9,95,108,,1.0,2.4154646166925593,2.4154646166925593,2.0489402799998655,413.999026559651,6.899997575961734,True,95,34.607092,34.607104,-98.425968,-98.42599,0.07553414970808191,2.4154646166925593,2025-05-08 20:21:23+00:00,1.0
71,2025-05-08 20:21:25+00:00,34.60708,-98.425946,341.9,95,108,,1.0,2.4154648592500445,2.4154648592500445,2.2299429890557474,413.9989849864679,6.899996883073964,True,95,34.60708,34.607092,-98.425946,-98.425968,0.07794961456733196,2.4154648592500445,2025-05-08 20:21:24+00:00,1.0
72,2025-05-08 20:21:26+00:00,34.60707,-98.425925,341.9,94,110,,1.0,2.2204214628094645,2.2204214628094645,2.31558797967127,450.3649495149068,7.506097504080096,True,94,34.60707,34.60708,-98.425925,-98.425946,0.08017003603014143,2.2204214628094645,2025-05-08 20:21:25+00:00,1.0
73,2025-05-08 20:21:27+00:00,34.607061,-98.425903,341.9,93,110,,1.0,2.2484485429910754,2.2484485429910754,2.298647201038302,444.75111654977695,7.412533434200167,True,93,34.607061,34.60707,-98.425903,-98.425925,0.0824184845731325,2.2484485429910754,2025-05-08 20:21:26+00:00,1.0
