time,lat,lon,ele,hr,cadence,power,dt,dist,speed_mps,speed_mps_smooth,pace_sec_km,zone_hr,zone_pace,zone_effective,pace_min_per_km,is_walk,planning_id,heart_rate,latitude,longitude,distance_cumulative_km,distance_segment_m,lat_prev,lon_prev,time_prev,time_delta_s
2025-06-04 17:32:24+00:00,34.601674,-98.41049,340.0,151,162,,1.0,2.7659914667595507,2.7659914667595507,2.6315194114719582,361.5340148433403,Z2 (Aerobic),Z2 (Aerobic),Z2 (Aerobic),6.025578965189499,False,2025w21-Unknown,151,34.601674,-98.41049,6.463130133923095,2.7659914667595507,34.601677,-98.41046,2025-06-04 17:32:23+00:00,1.0
2025-06-04 17:32:25+00:00,34.601673,-98.410516,340.0,151,160,,1.0,2.3822918009234217,2.3822918009234217,2.4669362405987805,419.7638591596466,Z2 (Aerobic),Z1 (Recovery),mixed,6.996078311456081,False,2025w21-Unknown,151,34.601673,-98.410516,6.465512425724018,2.3822918009234217,34.601674,-98.41049,2025-06-04 17:32:24+00:00,1.0
2025-06-04 17:32:26+00:00,34.601676,-98.410541,340.0,151,160,,1.0,2.3123568497261218,2.3123568497261218,2.379937229948587,432.459202877117,Z2 (Aerobic),Z1 (Recovery),mixed,7.2076677965920455,False,2025w21-Unknown,151,34.601676,-98.410541,6.467824782573745,2.3123568497261218,34.601673,-98.410516,2025-06-04 17:32:25+00:00,1.0
2025-06-04 17:32:27+00:00,34.601677,-98.410564,340.0,152,160,,1.0,2.108049717287686,2.108049717287686,2.3109197955802427,474.3721136172472,Z2 (Aerobic),Z1 (Recovery),mixed,7.906217706024573,False,2025w21-Unknown,152,34.601677,-98.410564,6.4699328322910326,2.108049717287686,34.601676,-98.410541,2025-06-04 17:32:26+00:00,1.0
2025-06-04 17:32:28+00:00,34.601681,-98.410589,340.0,152,160,,1.0,2.3309963150461526,2.3309963150461526,2.3287057834903906,429.0011071854485,Z2 (Aerobic),Z1 (Recovery),mixed,7.150032753127714,False,2025w21-Unknown,152,34.601681,-98.410589,6.472263828606078,2.3309963150461526,34.601677,-98.410564,2025-06-04 17:32:27+00:00,1.0
2025-06-04 17:32:29+00:00,34.601685,-98.410615,340.1,152,160,,1.0,2.420904294917831,2.420904294917831,2.378784108087329,413.06878677496064,Z2 (Aerobic),Z1 (Recovery),mixed,6.884493548542236,False,2025w21-Unknown,152,34.601685,-98.410615,6.474684732900996,2.420904294917831,34.601681,-98.410589,2025-06-04 17:32:28+00:00,1.0
2025-06-04 17:32:30+00:00,34.601685,-98.410642,340.1,152,160,,1.0,2.4712217404741605,2.4712217404741605,2.398748222973025,404.6581428213427,Z2 (Aerobic),Z1 (Recovery),mixed,6.744315868960472,False,2025w21-Unknown,152,34.601685,-98.410642,6.47715595464147,2.4712217404741605,34.601685,-98.410615,2025-06-04 17:32:29+00:00,1.0
2025-06-04 17:32:31+00:00,34.601685,-98.41067,340.1,152,160,,1.0,2.562748472710813,2.562748472710813,2.390722647279906,390.20606612330715,Z2 (Aerobic),Z1 (Recovery),mixed,6.503447442257323,False,2025w21-Unknown,152,34.601685,-98.41067,6.479718703114181,2.562748472710813,34.601685,-98.410642,2025-06-04 17:32:30+00:00,1.0
2025-06-04 17:32:32+00:00,34.601687,-98.410694,340.1,153,160,,1.0,2.2078702917161652,2.2078702917161652,2.401286212626163,452.92515767432405,Z2 (Aerobic),Z1 (Recovery),mixed,7.548767725410657,False,2025w21-Unknown,153,34.601687,-98.410694,6.4819265734058975,2.2078702917161652,34.601685,-98.41067,2025-06-04 17:32:31+00:00,1.0
2025-06-04 17:32:33+00:00,34.601686,-98.410719,340.2,153,160,,1.0,2.290868436580561,2.290868436580561,2.3695131690439735,436.5156828877693,Z2 (Aerobic),Z1 (Recovery),mixed,7.2752759319855835,False,2025w21-Unknown,153,34.601686,-98.410719,6.484217441842477,2.290868436580561,34.601687,-98.410694,2025-06-04 17:32:32+00:00,1.0
2025-06-04 17:32:34+00:00,34.601685,-98.410746,340.2,154,160,,1.0,2.473722121649116,2.473722121649116,2.29685428414691,404.24912371861166,Z2 (Aerobic),Z1 (Recovery),mixed,6.737498870280984,False,2025w21-Unknown,154,34.601685,-98.410746,6.486691163964126,2.473722121649116,34.601686,-98.410719,2025-06-04 17:32:33+00:00,1.0
2025-06-04 17:32:35+00:00,34.601688,-98.410771,340.2,154,160,,1.0,2.312356522563211,2.312356522563211,2.3312192165099055,432.459264063448,Z2 (Aerobic),Z1 (Recovery),mixed,7.207668816366269,False,2025w21-Unknown,154,34.601688,-98.410771,6.48900352048669,2.312356522563211,34.601685,-98.410746,2025-06-04 17:32:34+00:00,1.0
2025-06-04 17:32:36+00:00,34.601687,-98.410795,340.2,154,162,,1.0,2.199454048225497,2.199454048225497,2.451302941913176,454.65828249823744,Z2 (Aerobic),Z1 (Recovery),mixed,7.577653196913373,False,2025w21-Unknown,154,34.601687,-98.410795,6.491202974534915,2.199454048225497,34.601688,-98.410771,2025-06-04 17:32:35+00:00,1.0
2025-06-04 17:32:37+00:00,34.601687,-98.410821,340.3,155,160,,1.0,2.379694953531143,2.379694953531143,2.489273553840026,420.22192740129833,Z2 (Aerobic),Z2 (Aerobic),Z2 (Aerobic),7.003712797419218,False,2025w21-Unknown,155,34.601687,-98.410821,6.493582669488446,2.379694953531143,34.601687,-98.410795,2025-06-04 17:32:36+00:00,1.0
2025-06-04 17:32:38+00:00,34.601692,-98.410852,340.3,155,162,,1.0,2.8912870635969123,2.8912870635969123,2.5048149780812685,345.86672924685234,Z2 (Aerobic),Z2 (Aerobic),Z2 (Aerobic),5.764457016338513,False,2025w21-Unknown,155,34.601692,-98.410852,6.496473956552043,2.8912870635969123,34.601687,-98.410821,2025-06-04 17:32:37+00:00,1.0
2025-06-04 17:32:39+00:00,34.601694,-98.410881,340.3,156,162,,1.0,2.663575181283367,2.663575181283367,2.540863107565451,375.43524471427867,Z2 (Aerobic),Z2 (Aerobic),Z2 (Aerobic),6.257266593079468,False,2025w21-Unknown,156,34.601694,-98.410881,6.499137531733327,2.663575181283367,34.601692,-98.410852,2025-06-04 17:32:38+00:00,1.0
2025-06-04 17:32:40+00:00,34.601696,-98.410907,340.4,157,162,,1.0,2.3900636437694227,2.3900636437694227,2.55966848173734,418.39890021626275,Z2 (Aerobic),Z2 (Aerobic),Z2 (Aerobic),6.973328950234386,False,2025w21-Unknown,157,34.601696,-98.410907,6.501527595377096,2.3900636437694227,34.601694,-98.410881,2025-06-04 17:32:39+00:00,1.0
