category,Activity,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Quality,Sleep Vitals
name,Strain Score,Skin Temperature,Avg Heart Rate,Heart Rate Variability,Max Heart Rate,Resting Heart Rate,Blood Oxygenation,Total Calories Burned,Recovery Score,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,Nap Count,Nap Sleep,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Sleep Consistency,Sleep Cycles,Sleep Disturbances,Sleep Disturbances / Hour,Sleep Disturbances Duration,Sleep Onset Latency,Sleep Score,Time Asleep Percent,Time Awake Percent,Sleep Respiratory Rate
units,,Fahrenheit,Beats / min,Milliseconds,Beats / min,Beats / min,%,Calories,%,Hours,%,Hours,%,Naps,Hours,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,Cycles,Disturbances,Disturbances,Minutes,Minutes,%,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,7.3602611154633575,92.84,62.0,160.54498,144.0,43.0,96.55,1891.3003545874162,67.0,1.0267794444444445,20.984838132756646,2.013165,41.144124853793585,,,1.8530141666666666,37.87103701344977,9.466666666666667,3.8,0.7379902777777777,5.6234175,4.892958611111111,45.0,2.0,11.0,1.9561058733412555,23.8564,0.0,56.0,86.89403345084527,13.105966549154733,17.285156
2022-11-06,16.871608583094652,91.58000000000001,73.0,147.6685,187.0,52.0,96.09091,2644.142632274737,64.0,1.1551252777777778,16.902094323617646,3.553611388888889,51.99736863176574,,,2.125477222222222,31.100537044616612,10.616666666666667,2.466666666666667,1.2353375,8.058757222222223,6.834213888888888,58.0,5.0,7.0,0.8686202856064862,13.8269,14.884233333333333,71.0,84.69137328128353,15.308626718716464,18.300781
2022-11-07,9.11010680904672,91.4,76.0,138.3838,158.0,53.0,95.90909,1910.6842099366634,45.0,1.22732,21.36972610527287,3.6258163888888886,63.131622672624175,,,0.8901286111111112,15.498651222102952,7.433333333333334,0.8666666666666667,0.8422777777777777,6.576733333333334,5.743265,59.0,4.0,6.0,0.9123070217230439,11.920416666666666,1.4259333333333333,58.0,87.21019958111948,12.789800418880514,19.453125
2022-11-08,12.208954239460844,94.46000000000001,80.0,101.11067,144.0,60.0,94.90909,1990.630228250478,23.0,1.6925805555555555,28.41509337175927,1.8206463888888889,30.56506644096093,,,2.4433980555555554,41.019840187279804,9.466666666666667,3.0833333333333335,0.4331711111111111,6.3812630555555545,5.956625,67.0,4.0,7.0,1.096961516718194,12.865683333333333,2.8679,62.0,93.22089306796695,6.779106932033042,19.21875
2022-11-09,14.685427803414372,91.58000000000001,75.0,97.10904,200.0,63.0,92.22222,2593.9880721199806,28.0,2.4867333333333335,31.09439002705438,3.1605519444444443,39.51989284254604,,,2.350084444444444,29.385717130399573,6.266666666666667,-2.216666666666665,0.5053627777777778,8.491354722222223,7.9973697222222215,43.0,4.0,9.0,1.0599015462687753,17.63998333333333,2.3872500000000003,82.0,94.05646622685381,5.9435337731461955,19.570312
2022-11-10,4.866938423580672,93.74,65.0,125.42582999999999,131.0,55.0,97.916664,1738.415223918499,51.0,1.2674277777777776,16.356672787892947,3.377141388888889,43.583388043899326,,,3.104120277777778,40.05993916820773,6.1,-2.3166666666666664,0.6738194444444444,8.411238055555556,7.748689444444444,51.0,5.0,12.0,1.4266627481877172,26.24375,13.9229,83.0,91.99977758012986,8.000222419870141,18.632812
2022-11-11,7.079226989370315,92.3,67.0,136.52773000000002,148.0,55.0,95.46875,2094.189499805808,66.0,2.3182694444444447,23.786652754920013,3.962442222222222,40.65672237854157,,,3.4653819444444447,35.55662486653841,6.966666666666667,-3.716666666666665,0.9305125,10.662314166666667,9.746093611111112,59.0,5.0,13.0,1.2192475101363627,28.150466666666667,7.193766666666666,100.0,91.28456655311449,8.715433446885509,19.59961
2022-11-12,10.008472052048445,92.3,69.0,147.37478000000002,137.0,52.0,99.0,2135.205124805808,76.0,1.307541388888889,16.73574728861566,3.3129591666666665,42.40389471567818,,,3.1923647222222225,40.86035799570615,6.6,-2.133333333333333,0.9385413888888888,8.739693888888889,7.812865277777777,73.0,5.0,19.0,2.1739891856115734,39.59048333333333,0.0,98.0,89.27553678354693,10.724463216453076,19.277344
2022-11-13,4.812857430953132,92.84,63.0,137.59631,126.0,53.0,97.6,1822.0500763698014,68.0,1.748732777777778,21.5027266429519,3.9928738888888886,49.09708152303446,,,2.391002777777778,29.400191834013643,6.85,-2.25,0.9504825,9.071069444444444,8.132609444444444,85.0,6.0,7.0,0.7716840933554018,17.431783333333332,0.0,100.0,89.53569438894263,10.46430561105737,19.101562
2022-11-14,13.533209825362611,91.4,74.0,156.71384,189.0,52.0,98.8,2397.456036015177,83.0,1.7888433333333333,21.992859242184633,3.1362055555555557,38.557947503074125,,,3.208697222222222,39.44919325474124,6.35,-2.3999999999999986,0.5454713888888888,8.667597222222222,8.133746111111112,91.0,7.0,14.0,1.6152111872603423,27.653566666666666,0.0,100.0,93.71520083591766,6.284799164082348,17.929688
2022-11-15,4.539349211484995,92.3,64.0,104.546264,133.0,57.0,97.23077,1716.5596197941563,36.0,2.0214666666666665,24.755191731396945,3.425274722222222,41.94644110612023,,,2.719087777777778,33.29836716248282,7.133333333333334,-1.8000000000000007,0.7540333333333333,8.90792388888889,8.165829166666667,86.0,6.0,17.0,1.9084132522960364,35.29598333333333,0.9452833333333334,98.0,91.54658120197107,8.453418798028931,16.855469
2022-11-16,14.76143706737786,88.16,69.0,136.83198,181.0,51.0,97.76923,3144.501841091061,64.0,2.270144722222222,26.154571343278693,3.955225833333333,45.56856451664108,,,2.454353888888889,28.276864140080228,6.4,-3.2333333333333343,0.9786472222222222,9.645450833333333,8.679724444444444,80.0,7.0,14.0,1.4514614445618188,30.537716666666665,3.8292,100.0,89.86736837225092,10.132631627749076,17.285156
2022-11-17,9.75381745747827,94.658,77.0,117.83731,154.0,55.0,97.666664,1750.2154319281788,17.0,0.3449347222222222,11.653214291646565,1.5642144444444444,52.84514705207505,,,1.0508472222222223,35.50163865627839,6.45,3.3666666666666667,0.1363675,3.0922300000000003,2.9599963888888885,40.0,2.0,3.0,0.9701736287404237,8.12305,0.0,35.0,95.59588262576804,4.404117374231962,17.460938
2022-11-18,5.2370466203281705,91.76,68.0,151.02379,131.0,51.0,98.0,1845.254639138683,78.0,1.8690513888888889,23.394329113807864,3.30494,41.366895806621656,,,2.8153438888888886,35.23877507957048,6.566666666666666,-2.216666666666665,0.8101972222222222,8.787758333333333,7.989335277777778,67.0,4.0,11.0,1.2517412954194804,20.97308333333333,8.635733333333333,75.0,90.79272424731403,9.207275752685977,17.304688
2022-11-19,16.37890405346049,93.56,75.0,145.74559000000002,189.0,50.0,98.066666,2941.277177566324,75.0,1.4198447222222221,20.068837515806134,3.240771111111111,45.80677579518312,,,2.414256944444445,34.12438668901074,5.216666666666667,-2.3166666666666664,0.48129722222222227,7.546059722222222,7.074872777777778,74.0,5.0,10.0,1.3251949186873282,18.585283333333333,0.0,80.0,93.63040770360881,6.3695922963911915,17.958984
2022-11-20,6.314969665021494,95.1079964,69.0,113.56892,142.0,56.0,97.17647,1856.0370888354444,39.0,1.1551266666666669,18.045122961554302,2.542875833333333,39.72422108553596,1.0,0.7941486111111111,2.7033208333333336,42.230655952909736,6.033333333333333,-1.1499999999999986,0.7858477777777778,7.171568055555555,6.401323333333333,69.0,3.0,6.0,0.8366371138808362,13.362233333333334,0.0,68.0,89.06596537596155,10.934034624038448,18.183594
2022-11-21,17.272539300041572,93.8059988,74.0,137.34813000000003,188.0,50.0,96.44118,2983.431580873566,63.0,1.2834766666666664,18.018743718273537,3.2888961111111112,46.17285041577507,,,2.550635833333333,35.80840586595138,6.416666666666667,-1.716666666666665,1.0187527777777778,8.130865,7.1230086111111115,71.0,6.0,10.0,1.2298814455780536,20.027183333333333,1.4259333333333333,85.0,87.48731718952024,12.512682810479756,17.167969
2022-11-22,9.730294409501344,93.146,69.0,125.87066999999999,145.0,53.0,96.53571,2199.4423510695506,54.0,2.2458072222222225,27.182087169478702,3.8744788888888886,46.894685283749496,,,2.1417991666666665,25.923227546771805,7.0,-2.2333333333333343,1.0027069444444445,9.252392500000001,8.262085277777778,78.0,9.0,10.0,1.0808015332250551,22.430433333333333,0.0,87.0,89.17723225309484,10.82276774690516,17.753906
2022-11-23,17.85965838437097,94.1,77.0,165.48409999999998,199.0,49.0,96.333336,3105.728295291587,93.0,1.419846666666667,22.098411064198796,2.919899444444445,45.44514538386236,,,2.085361388888889,32.45644355193884,5.483333333333333,-1.6499999999999986,0.7299722222222222,7.145505277777778,6.425107499999999,80.0,6.0,10.0,1.3994811579104953,22.430466666666668,0.0,74.0,89.7978464173491,10.202153582650896,17.636719
2022-11-24,15.85726905710561,94.1,76.0,148.68844,200.0,50.0,96.588234,2884.3018511741157,75.0,1.9976741666666666,27.981346928179768,2.446338333333333,34.26576903826329,,,2.6952941666666663,37.75288403355695,5.5,-2.383333333333333,0.7540430555555555,7.882790833333333,7.139306666666667,79.0,6.0,12.0,1.5223034904410442,24.80205,1.9065666666666667,73.0,90.447109502412,9.552890497588,17.519531
2022-11-25,6.821089260826607,93.38000000000001,66.0,119.54709,133.0,55.0,97.375,1951.342143246594,45.0,1.3556694444444444,17.33396530692304,3.425259722222222,43.79632028700931,,,3.0399555555555557,38.86971440606766,6.383333333333334,-2.366666666666667,0.9545849999999999,8.763724166666666,7.820884722222222,85.0,7.0,13.0,1.4833876275392435,27.670233333333332,2.3872333333333335,81.0,89.12212075004152,10.877879249958477,17.578125
2022-11-26,15.324494071624988,93.56,70.0,155.342,181.0,49.0,94.36364,2829.7184493755976,84.0,1.4118197222222224,18.724070461921222,4.387603611111111,58.19000675533369,,,1.7407091666666665,23.085922782745087,6.583333333333333,-2.216666666666665,1.2674272222222223,8.795770833333334,7.5401324999999995,88.0,1.0,15.0,1.7053650310163264,36.770133333333334,2.8678833333333333,85.0,85.60977998225326,14.39022001774675,17.753906
2022-11-27,12.637718044344144,93.2,70.0,138.50544000000002,166.0,51.0,94.57692,2360.254699823733,66.0,1.9974011111111112,27.214101258348332,3.168301666666667,43.16733474013977,1.0,0.4492108333333334,2.1738786111111112,29.618564001511892,6.333333333333333,-2.166666666666668,1.1711644444444445,8.499359166666666,7.339581388888888,91.0,4.0,18.0,2.117806724840334,34.799483333333335,0.0,79.0,86.23899165385198,13.761008346148015,17.8125
2022-11-28,7.68110608330272,91.58000000000001,67.0,154.08334000000002,131.0,48.0,95.77778,1944.1774561573852,82.0,1.6524755555555555,25.09246577552578,3.031921944444444,46.03904570283374,1.0,0.7059041666666667,1.901147222222222,28.868488521640472,5.266666666666667,-2.3000000000000007,0.9706236111111112,7.546059166666666,6.585544722222222,82.0,5.0,7.0,0.9276365113755293,15.268933333333333,14.403566666666668,74.0,87.15455283295775,12.845447167042263,17.421875
2022-11-29,7.49707519640436,92.3,66.0,149.92514,131.0,47.0,94.77778,2052.8321712924235,74.0,1.700602777777778,28.07951795933894,3.6498611111111114,60.264714345850244,1.0,0.82382,0.7059177777777778,11.655767694810809,4.666666666666667,-2.75,1.3714344444444442,7.416946666666667,6.056381666666666,69.0,4.0,9.0,1.2134373353994725,18.601383333333334,0.0,73.0,81.53650515939745,18.463494840602543,17.578125
2022-11-30,12.807129315923044,93.38000000000001,69.0,149.07482,158.0,50.0,97.63636,2419.9228086161565,75.0,1.6685125,25.711865235323916,2.7431358333333336,42.27186722835737,1.0,0.34492972222222223,2.0776222222222223,32.01626753631871,5.9,-1.8500000000000014,1.2842650000000002,7.763143888888889,6.489270555555555,65.0,6.0,9.0,1.1593241254849571,18.120683333333332,0.0,79.0,83.47901040882012,16.520989591179873,17.519531
2022-12-01,7.875135309358179,93.56,66.0,135.29754,133.0,51.0,97.75,2046.4415686992113,54.0,1.5332119444444445,25.77892735572314,2.0778858333333337,34.936897110070205,1.0,1.1329275,2.3364419444444446,39.28417553420665,5.133333333333334,-1.9166666666666679,1.1321269444444444,7.070200555555556,5.9475397222222215,73.0,4.0,12.0,1.6972644418934841,23.8406,14.435599999999999,66.0,84.00875355085769,15.991246449142302,17.34375
2022-12-02,9.368781634508103,92.66,69.0,130.2906,147.0,52.0,95.02381,2049.341380482194,55.0,1.4770633333333334,18.99589772363011,3.193963888888889,41.076242295840096,,,3.1046691666666666,39.92785998052979,6.766666666666667,-1.533333333333335,0.5374533333333333,8.302029722222223,7.775696388888889,63.0,7.0,11.0,1.3249771884767,22.41475,0.0,95.0,93.53490131548281,6.46509868451719,17.72461
2022-12-03,17.040101999756224,91.76,75.0,145.02741,190.0,50.0,97.25,3195.3071317070985,71.0,1.700601111111111,21.87899275560998,2.0214672222222223,26.00707856871049,1.0,0.34493083333333335,4.050689444444445,52.11392867567953,6.766666666666667,-2.533333333333335,1.4840149999999999,9.24438861111111,7.7727577777777785,70.0,9.0,12.0,1.2980847630720367,23.84055,13.922916666666667,94.0,83.96833285610518,16.031667143894822,17.421875
2022-12-04,9.110986679915053,93.74,75.0,83.73374,156.0,65.0,96.03125,2012.544766894718,26.0,1.636693611111111,20.59838224255706,1.8383083333333334,23.135776588002674,,,4.470736666666666,56.265841169440264,7.283333333333333,-1.5166666666666657,0.8670413888888889,8.800996111111111,7.945738611111111,72.0,6.0,10.0,1.1362350208716905,21.950333333333333,8.155083333333334,92.0,90.16154506422616,9.83845493577383,17.8125
2022-12-05,9.229644257147921,91.22,71.0,102.40287,152.0,57.0,96.82353,2152.7855838461996,40.0,1.5428325,19.984269332628596,2.24998,29.143932548107255,,,3.927422222222222,50.87179811926414,6.233333333333333,-2.383333333333333,0.8671419444444444,8.575899999999999,7.720234722222222,76.0,7.0,7.0,0.8162408610175025,15.765616666666666,1.9065833333333333,92.0,89.90213218653375,10.097867813466252,17.519531
2022-12-06,10.474884119749792,92.8520006,68.0,115.60938499999999,160.0,52.0,97.2,2073.91065666826,54.0,1.6931183333333333,22.6329730696173,2.094456111111111,27.997906481200758,,,3.693185277777778,49.36912044918195,7.233333333333333,-1.1499999999999986,0.9310533333333333,8.400830000000001,7.480759722222222,78.0,8.0,14.0,1.66650200039758,30.057066666666667,0.0,89.0,88.9315974191982,11.068402580801793,17.336426
2022-12-07,15.302773651149872,93.182,74.0,124.860235,177.0,54.0,95.789474,2916.585597663719,65.0,1.5976627777777779,19.265612466150444,2.849572777777778,34.36192267502052,1.0,0.6267597222222222,3.8455855555555556,46.37246485882904,7.066666666666666,-2.8999999999999986,1.6372222222222221,9.916760833333333,8.292821111111111,79.0,10.0,6.0,0.6050362715043126,11.439516666666666,15.845516666666667,96.0,83.51243627783207,16.487563722167938,17.34375
2022-12-08,11.159599506449055,93.48499939999999,70.0,89.89967999999999,155.0,60.0,95.47727,2273.3499734853012,36.0,1.459951111111111,16.994032069032226,2.6789658333333337,31.18353137788288,,,4.452046666666666,51.82243655308489,6.966666666666667,-2.5500000000000007,0.9465655555555555,9.52476361111111,8.59096361111111,79.0,9.0,12.0,1.2598737868939238,26.243949999999998,0.0,100.0,90.0753587327023,9.924641267297712,17.929688
2022-12-09,9.42353753920666,92.66,69.0,99.679746,161.0,57.0,97.76923,2193.832251583413,49.0,2.4236227777777777,25.722297049915845,1.7818805555555557,18.91138397349705,,,5.216760833333334,55.3663189765871,8.016666666666667,-2.7666666666666657,1.3334702777777778,10.741625277777779,9.422264166666666,79.0,11.0,13.0,1.2102451597240445,29.128066666666665,0.0,100.0,87.60223874375643,12.397761256243568,17.285156
2022-12-10,6.746264666895023,91.94,66.0,85.81312000000001,149.0,59.0,95.6,1856.953666497371,41.0,1.4725130555555555,17.150944966305374,2.8979655555555555,33.753756932789855,,,4.215130277777778,49.09529810090477,7.616666666666667,-1.4166666666666679,0.4580377777777777,9.03156,8.585608888888888,75.0,8.0,6.0,0.6643370580497721,12.40085,1.9066,100.0,94.93525350270454,5.064746497295461,17.519531
2022-12-11,15.783839150580196,94.241003,76.0,125.80772000000002,191.0,53.0,95.6875,2907.6359531847515,80.0,2.445274166666666,28.712705392529976,1.5663675,18.39247687519717,,,4.504707222222223,52.894817732272855,7.1,-2.5166666666666657,1.1155486111111113,9.619556388888888,8.516348888888889,85.0,9.0,17.0,1.767233260323306,36.289566666666666,0.9453,100.0,88.41818435971614,11.58181564028387,17.226562
2022-12-12,4.6617360762193965,93.45799939999999,68.0,101.917565,135.0,56.0,98.5,1790.3363025439173,55.0,2.01345,26.14679028148953,1.5802688888888887,20.52147270910142,,,4.106843888888889,53.33173700940905,6.75,-2.033333333333335,1.058861388888889,8.747705833333333,7.700562777777778,86.0,9.0,14.0,1.600419614780904,26.21195,2.8678833333333333,90.0,87.91174660866056,12.088253391339428,17.519531
2022-12-13,12.508950958129391,92.84,71.0,88.443965,180.0,58.0,96.4,2415.96614334369,43.0,2.133775,24.24871455539383,2.2220086111111113,25.251421799608874,,,4.4437549999999995,50.4998636449973,7.683333333333334,-2.383333333333333,1.2513772222222221,10.037467222222222,8.79953861111111,87.0,10.0,15.0,1.4944008949579521,36.769983333333336,2.3872500000000003,100.0,87.54961992545898,12.450380074541023,17.636719
2022-12-14,6.563338475746031,92.48,68.0,89.1632,148.0,59.0,98.0,1874.8606577885994,42.0,1.4618191666666667,18.93069222448797,2.4885999999999995,32.22759814901462,,,3.771533888888889,48.84170962649741,8.166666666666666,-0.38333333333333286,0.8513666666666667,8.561851666666666,7.721953055555556,69.0,8.0,14.0,1.6351603070286,30.601783333333334,0.0,94.0,90.06957987977626,9.930420120223753,17.636719
2022-12-15,13.14887936211301,92.11999999999999,72.0,118.1966,178.0,55.0,98.25,2411.5272653262427,78.0,1.958900277777778,24.28887432054749,2.2789594444444448,28.25736468347944,,,3.8271508333333335,47.45376099597307,7.933333333333334,-1.466666666666665,1.3339088888888888,9.386346388888889,8.065010555555556,81.0,9.0,14.0,1.4915281644168317,27.653583333333334,0.0,99.0,85.80784847903615,14.192151520963847,17.402344
2022-12-16,5.0320180669625625,92.66,68.0,99.85856,141.0,60.0,96.53571,1727.0475135934512,51.0,1.8851016666666667,22.860683372256045,2.1254822222222223,25.775785441588766,,,4.2354586111111105,51.363531186155186,8.766666666666667,-1.0,1.2834705555555554,9.516757222222223,8.2460425,83.0,9.0,10.0,1.0507780924209535,22.43055,2.3872333333333335,99.0,86.53162498363636,13.468375016363638,17.695312
2022-12-17,12.30686756993318,93.2,74.0,115.3256,177.0,55.0,96.46667,2346.160596916826,69.0,1.9971222222222225,30.22527533808915,2.9324644444444443,44.38113214416354,,,1.6778708333333334,25.393592517747308,7.7,-2.666666666666668,3.730599444444444,10.324224722222223,6.6074575,73.0,7.0,14.0,1.3560340245080011,29.57625,14.403566666666668,83.0,63.913920531756915,36.08607946824308,17.285156
2022-12-18,7.04397566326549,93.02,69.0,102.36577,148.0,56.0,96.916664,1965.892667752151,56.0,1.9011441666666664,22.91780433303719,3.0169569444444444,36.36864060404442,,,3.377388888888889,40.713555062918395,7.333333333333333,-1.9499999999999993,1.0029780555555556,9.286029444444443,8.29549,83.0,8.0,15.0,1.6153297908153903,33.40573333333334,7.674416666666667,93.0,89.2135129188694,10.786487081130598,16.992188
2022-12-19,16.01288036429694,93.2,74.0,111.20288000000001,177.0,56.0,96.5,2943.084658445865,67.0,2.111845277777778,23.985698514290206,2.9051869444444445,32.99623268349535,,,3.7875697222222224,43.01806880221445,7.933333333333334,-1.9166666666666679,1.0449541666666666,9.836390555555557,8.804601944444444,87.0,9.0,27.0,2.744909308704757,55.93243333333333,0.0,100.0,89.39085015731956,10.609149842680447,17.167969
2022-12-20,5.7584750784297345,93.02,67.0,96.02823000000001,152.0,58.0,96.44444,1733.698945200466,39.0,1.9893858333333332,23.027699196270394,3.2167030555555556,37.23424040018575,,,3.4330105555555552,39.73806040354386,9.35,-0.08333333333333215,0.8101875000000001,9.436641666666668,8.639099444444444,62.0,5.0,19.0,2.0134281528474554,41.993233333333336,0.0,100.0,91.42594034064828,8.574059659351722,16.386719
2022-12-21,6.690277775495599,91.58000000000001,70.0,105.989255,159.0,56.0,97.55882,2069.8473257498804,61.0,2.5273702777777776,25.779396430825262,4.15522,42.38360503767558,,,3.1212477777777776,31.836998531499155,8.25,-2.466666666666665,0.9067166666666666,10.69622611111111,9.803838055555557,70.0,8.0,17.0,1.5893456087601405,33.38936666666667,1.4259333333333333,100.0,91.53436315688286,8.465636843117135,17.285156
2022-12-22,7.070458437140481,92.48,73.0,89.9272,153.0,64.0,98.53571,1846.3299315472634,36.0,2.3030319444444447,26.73851211796568,3.2260516666666663,37.454895834351234,,,3.084080555555556,35.80659204768308,8.416666666666666,-0.783333333333335,0.5219397222222222,9.122882222222222,8.613164166666667,78.0,8.0,16.0,1.753831695977173,31.018183333333333,0.0,100.0,94.28643911913184,5.713560880868167,17.949219
2022-12-23,12.585025720161248,92.11999999999999,75.0,112.60799,178.0,57.0,98.666664,2356.562714731716,71.0,1.8230672222222222,20.764478472280754,3.766977777777778,42.90534546327998,,,3.189695,36.33017606443927,7.4,-2.466666666666665,1.0593961111111112,9.825975277777777,8.77974,79.0,6.0,23.0,2.340734568304515,52.0552,0.0,100.0,89.232834070516,10.767165929483985,17.519531
2022-12-24,6.938965667952595,93.56,73.0,84.095426,144.0,63.0,98.21429,1863.6436097708531,33.0,2.0214630555555555,23.80422815226074,3.3140433333333332,39.025320495637075,,,3.156527222222222,37.170451352102184,7.3,-1.6999999999999993,0.5374555555555555,9.018745277777779,8.492033611111111,76.0,7.0,14.0,1.5523223651183553,29.57656666666667,2.3872500000000003,100.0,94.04777451265316,5.952225487346845,17.792969
2022-12-25,17.325592479946422,93.56,81.0,120.00713999999999,185.0,55.0,94.05556,3399.4479060856834,78.0,1.5805325000000001,20.7942663122161,3.5003941666666667,46.05291476093938,,,2.5198825,33.152818926844525,5.683333333333334,-2.616666666666667,0.7061716666666666,8.295870555555556,7.600809166666667,81.0,6.0,14.0,1.6875866018213745,32.47615,0.0,96.0,91.4990574694356,8.500942530564403,16.940918
2022-12-26,9.802473379638812,93.56,76.0,80.38591000000001,148.0,65.0,94.96667,2087.7097368696222,32.0,2.4546422222222217,27.05573160231426,2.205968888888889,24.314786749981153,,,4.411929444444444,48.62948164770459,7.766666666666667,-1.8833333333333329,0.6096530555555557,9.669235555555556,9.072540555555555,79.0,7.0,13.0,1.3444702970888656,31.995866666666664,0.0,100.0,93.70335814338677,6.2966418566132445,17.617188
2022-12-27,16.585910126865233,92.66,75.0,135.47108,185.0,52.0,97.1,2931.3941503346077,85.0,2.0856427777777777,28.572478874355344,2.3099863888888885,31.645897370258382,1.0,0.44119027777777775,2.903852222222222,39.78162375538628,6.133333333333334,-2.283333333333335,1.0909472222222223,8.379198611111113,7.299481388888889,82.0,7.0,15.0,1.7901473274675068,32.444266666666664,2.3872500000000003,91.0,86.99771760434831,13.002282395651685,16.40625
2022-12-28,13.592381948478264,92.48,74.0,101.67528,195.0,60.0,97.9,2397.4919802372133,53.0,2.2487475,29.00300384109754,2.351431666666667,30.327362970014075,1.0,0.6422636111111111,3.1533194444444446,40.66963318888839,7.5,-1.5166666666666657,1.2845383333333333,9.019001944444446,7.7534986111111115,73.0,9.0,14.0,1.5522781884556272,28.15056666666667,0.0,91.0,85.78741886950438,14.212581130495613,17.34375
2022-12-29,6.902214519522253,92.84,70.0,102.38938999999999,143.0,60.0,97.0,1935.1610581232073,59.0,2.511601111111111,30.54445269614361,2.5508994444444446,31.02237336524471,,,3.1602727777777777,38.43317393861168,7.283333333333333,-2.0500000000000007,1.1310555555555555,9.341303055555555,8.222773333333333,73.0,9.0,15.0,1.6057716906078803,31.48275,1.42595,100.0,87.90810085376802,12.091899146231977,17.34375
2022-12-30,14.718333015862134,93.38000000000001,76.0,90.70978000000001,175.0,61.0,97.3125,2627.2656530084846,48.0,1.9500761111111113,23.258731159175216,3.1372875000000002,37.4187069498352,,,3.2969119444444446,39.32256189098959,6.8,-2.366666666666667,0.7543044444444446,9.126348333333334,8.384275555555556,82.0,9.0,11.0,1.205301353644731,24.81771666666667,2.3872500000000003,100.0,91.745933783537,8.254066216463,17.978516
2022-12-31,7.277585513741928,93.1700012,78.0,77.988856,158.0,67.0,96.07692,1979.1880620369263,36.0,1.2203677777777777,13.182793908864133,5.630151666666666,60.81865684168353,,,2.4067577777777776,25.998549249452335,9.7,-3.6000000000000014,4.0522825000000005,13.293082222222221,9.257277222222221,52.0,8.0,32.0,2.407267138279275,69.66335000000001,2.3872500000000003,100.0,69.55359467500543,30.446405324994576,17.460938
2023-01-01,6.638646171818127,94.28,73.0,61.854485000000004,152.0,68.0,95.5,2080.1413774946222,22.0,2.0776227777777776,23.784075615089996,3.5773927777777774,40.95304558729872,,,3.0803366666666667,35.26287879761129,6.7,-2.9833333333333343,0.970623888888889,9.692984166666667,8.735352222222222,61.0,8.0,12.0,1.2380088313016089,25.763183333333334,12.9616,100.0,89.99972926187458,10.00027073812543,18.691406
2023-01-02,4.212452734972347,93.38000000000001,69.0,85.44975000000001,123.0,61.0,98.0,1714.3238425026886,54.0,1.588295,21.10574710666555,2.8399527777777775,37.73815640208533,1.0,1.0746294444444444,3.0971669444444445,41.156096491249116,6.883333333333333,-1.1666666666666679,0.5454816666666666,8.060099444444445,7.525414722222222,64.0,4.0,15.0,1.861019222329694,32.44488333333333,0.0,95.0,93.24137443496826,6.758625565031724,17.834473
2023-01-03,6.389761138800399,93.56,69.0,85.41857499999999,165.0,60.0,94.875,1944.8950568758962,55.0,1.508616388888889,19.536042379286673,3.6132413888888886,46.79018299139324,,,2.6003633333333336,33.67377462932009,6.516666666666667,-2.2666666666666657,1.0671494444444443,8.778147777777777,7.722221111111111,68.0,9.0,19.0,2.164465725685234,41.52861666666667,3.3485500000000004,100.0,87.8586363187302,12.141363681269807,18.632812
2023-01-04,17.256529217147897,92.84,79.0,113.11391,172.0,56.0,96.833336,3166.289407937978,89.0,2.366403611111111,30.988541040627947,3.0078644444444445,39.38860232618862,,,2.2621147222222224,29.622856633183442,7.25,-1.6333333333333329,1.2513777777777777,8.8758675,7.6363827777777775,73.0,7.0,18.0,2.027970787080812,40.0866,0.0,96.0,85.92021274700558,14.079787252994427,18.046875
2023-01-05,8.221256601462684,93.38000000000001,75.0,68.99618000000001,162.0,66.0,96.85294,2037.4536459578153,37.0,2.015058888888889,24.26436453389448,4.3715552777777775,52.640154302666254,,,1.9179877777777778,23.095481163439267,6.9,-2.633333333333333,1.0829322222222222,9.374965555555555,8.304601944444444,77.0,4.0,19.0,2.0266741128174814,39.10978333333333,0.0,93.0,88.46414614321716,11.535853856782827,17.988281
2023-01-06,4.548500341056438,93.2,69.0,84.606186,134.0,62.0,97.916664,1804.6021908236735,56.0,1.5802830555555556,18.83437679096067,3.7618966666666664,44.83562550365402,,,3.0482388888888887,36.32999770538532,7.3,-2.5,1.3075338888888888,9.684969444444445,8.39041861111111,87.0,8.0,16.0,1.6520444480264236,35.312149999999995,0.0,100.0,86.51742325105336,13.482576748946634,17.783203
2023-01-07,5.801055995349573,92.66,69.0,103.29987,167.0,57.0,96.3125,1892.7982250089626,79.0,2.4295097222222224,27.04902034674329,2.6431458333333335,29.42754448409802,,,3.9092213888888887,43.52343516915869,7.066666666666666,-2.75,0.8607208333333333,9.829720555555555,8.981876944444446,90.0,9.0,18.0,1.8311812526376217,40.24688333333334,0.0,100.0,91.25514571695051,8.744854283049484,17.109375
