category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08,115.35,1.987145072774994,28,31.0,372.0,0.0,0.0,98,131.0,3897,799.0,534.0,,,61,114,47,50,89.88268156424581,,83,2083,2166.0,41.12708333333333,0.65,10.626702997275205,3.5166666666666666,57.49318801089919,1.95,31.88010899182561,7.533333333333333,1.4166666666666667,0.0,6.116666666666666,6.116666666666666,0.0,88.16083916083916,16.17612021857922
2025-11-09,83.31666666666666,6.42559949892627,13,13.0,42.0,46.0,0.0,92,18.0,8946,573.0,73.0,20,,61,176,42,43,93.85407725321889,57.0,633,1084,1717.0,66.4938775510204,0.8333333333333334,11.286681715575622,4.216666666666667,57.11060948081265,2.3333333333333335,31.60270880361174,9.616666666666667,2.2333333333333334,0.0,7.383333333333334,7.383333333333334,0.0,93.80193236714976,13.322979683972907
2025-11-10,73.96666666666667,7.094194901773641,74,4.0,,62.0,3.0,89,4.0,10690,,8.0,20,,121,174,62,51,93.15384615384616,57.0,704,2083,2787.0,26.857142857142858,,,,,,,,,,,,,,
2025-11-11,87.71666666666667,1.257655293088364,40,138.0,354.0,0.0,0.0,97,318.0,2471,504.0,810.0,,,65,116,45,48,92.05035971223022,,120,2083,2203.0,32.37916666666667,0.38333333333333336,6.990881458966565,3.15,57.446808510638306,1.95,35.56231003039514,9.933333333333334,4.45,0.0,5.483333333333333,5.483333333333333,0.0,91.48214285714286,15.718384146341467
2025-11-12,193.65,8.125049709695379,30,64.0,224.0,26.0,44.0,98,177.0,16152,657.0,465.0,,,67,150,44,45,93.21978021978022,,669,2083,2752.0,26.758333333333333,0.65,11.239193083573488,3.8333333333333335,66.28242074927954,1.3,22.478386167146976,10.216666666666667,4.433333333333334,0.2833333333333333,5.783333333333333,5.783333333333333,4.899135446685879,94.4758064516129,16.22760330578512
2025-11-13,124.58333333333333,4.611195617593255,22,25.0,327.0,24.0,7.0,91,101.0,7798,818.0,453.0,20,,58,161,39,41,90.10569105691057,57.0,390,2083,2473.0,71.88958333333333,1.1166666666666667,13.373253493013973,4.383333333333334,52.49500998003992,2.85,34.13173652694611,5.15,-3.1999999999999993,0.0,8.35,8.35,0.0,90.5,14.912585170340675
2025-11-14,80.0,1.8100542829873538,27,49.0,296.0,0.0,0.0,98,164.0,3544,822.0,509.0,,,57,124,39,41,,,86,2083,2169.0,64.49375,0.0,0.0,5.816666666666666,55.84,4.6,44.16,8.866666666666667,-1.5500000000000007,0.06666666666666667,10.416666666666666,10.416666666666666,0.64,,14.492950558213707
2025-11-15,1.0,0.0366609003420027,13,,2.0,0.0,0.0,51,1.0,72,28.0,3.0,,,49,77,44,45,,,0,50,50.0,38.333333333333336,,,,,,,,,,,,,,
2025-11-16,74.4,6.784752048039449,65,19.0,11.0,56.0,5.0,96,22.0,10159,1.0,52.0,20,,103,163,65,49,89.0,57.0,724,2083,2807.0,24.278688524590162,,,,,,,,,,,,,,
2025-11-17,71.16666666666667,1.4154835759166466,26,50.0,322.0,0.0,0.0,95,160.0,2695,820.0,532.0,,,58,110,39,44,89.09130434782608,,79,2083,2162.0,59.14791666666667,1.15,12.897196261682243,4.6,51.58878504672897,3.1666666666666665,35.51401869158878,10.266666666666667,1.35,0.03333333333333333,8.916666666666666,8.916666666666666,0.3738317757009346,88.88235294117646,15.017201492537307
2025-11-18,191.63333333333333,11.474861807046846,29,57.0,374.0,79.0,11.0,96,123.0,17791,643.0,554.0,20,,66,192,44,46,92.05982905982906,57.0,1051,2083,3134.0,52.97083333333333,0.6,8.181818181818182,4.316666666666666,58.86363636363636,2.4166666666666665,32.95454545454545,9.566666666666666,2.2333333333333334,0.06666666666666667,7.333333333333333,7.333333333333333,0.9090909090909091,93.13253012048193,15.511564625850346
2025-11-19,76.25,1.9504841724329913,26,26.0,344.0,0.0,0.0,93,134.0,3832,808.0,504.0,,,59,109,43,45,92.44814814814815,,79,2083,2162.0,57.791666666666664,1.4333333333333333,13.848631239935589,5.316666666666666,51.368760064412236,3.6,34.78260869565217,10.5,0.15,0.0,10.35,10.35,0.0,92.50996015936255,14.168836833602581
2025-11-20,63.0,1.1010697526445559,16,8.0,152.0,0.0,0.0,97,25.0,2164,825.0,185.0,,,52,106,40,43,,,31,1541,1572.0,72.02808988764045,0.55,6.088560885608856,5.083333333333333,56.27306273062731,3.4,37.63837638376384,9.666666666666666,0.6333333333333333,0.31666666666666665,9.033333333333333,9.033333333333333,3.505535055350553,,15.233007246376813
2025-11-21,48.166666666666664,1.1240604867573372,73,132.0,31.0,0.0,0.0,99,129.0,2194,2.0,292.0,,,82,117,60,49,92.66666666666667,,137,2083,2220.0,23.73170731707317,,,,,,,,,,,,,,
2025-11-22,104.71666666666667,2.7278195339218962,24,45.0,205.0,0.0,0.0,92,126.0,4963,919.0,376.0,,,58,115,39,44,91.89873417721519,,128,2083,2211.0,47.625,1.05,14.482758620689657,2.7333333333333334,37.701149425287355,3.466666666666667,47.81609195402299,10.883333333333333,3.6333333333333333,0.0,7.25,7.25,0.0,90.45454545454545,15.704216589861765
2025-11-23,86.5,1.4471735067207507,23,39.0,466.0,0.0,0.0,96,98.0,2843,749.0,603.0,,,55,105,39,42,92.73954983922829,,47,2083,2130.0,68.64583333333333,0.0,0.0,6.75,59.9112426035503,4.516666666666667,40.0887573964497,9.666666666666666,-1.6000000000000014,0.11666666666666667,11.266666666666667,11.266666666666667,1.0355029585798818,92.74350649350649,14.090574374079537
2025-11-24,113.75,7.928696412948381,27,100.0,240.0,61.0,6.0,99,95.0,12452,795.0,435.0,20,,64,184,41,43,93.07929515418502,57.0,807,2083,2890.0,43.93958333333333,0.3333333333333333,3.289473684210526,7.2,71.05263157894737,2.6,25.657894736842106,11.533333333333333,1.4,0.5,10.133333333333333,10.133333333333333,4.934210526315789,93.12953367875647,13.14494417862837
2025-11-25,473.1666666666667,11.86073331742623,40,189.0,85.0,27.0,10.0,99,157.0,21272,463.0,431.0,20,,80,187,44,47,94.5,57.0,1634,2083,3717.0,34.52916666666667,1.3333333333333333,14.109347442680775,4.566666666666666,48.32451499118166,3.55,37.56613756613756,8.85,-0.6000000000000014,0.5333333333333333,9.45,9.45,5.64373897707231,,14.438749999999983
2025-11-26,325.28333333333336,12.97485186510777,30,89.0,150.0,74.0,1.0,99,136.0,21197,540.0,375.0,20,,74,165,44,47,90.61111111111111,57.0,1344,2083,3427.0,42.00416666666667,1.1166666666666667,14.47084233261339,3.8833333333333333,50.323974082073434,2.716666666666667,35.20518358531318,9.316666666666666,1.6,0.0,7.716666666666667,7.716666666666667,0.0,90.53475935828877,16.12566160520607
2025-11-27,285.25,11.023124950290304,35,99.0,310.0,73.0,5.0,97,198.0,19514,470.0,607.0,20,,74,166,47,49,92.02145922746782,57.0,1034,2083,3117.0,20.797356828193834,0.0,0.0,2.8333333333333335,62.27106227106227,1.7166666666666666,37.72893772893773,6.483333333333333,1.9333333333333333,0.15,4.55,4.55,3.296703296703297,92.69411764705882,12.345802919708035
2025-11-28,224.1,5.092758291577189,35,200.0,122.0,1.0,0.0,98,147.0,9988,657.0,469.0,,,68,117,46,48,91.9520766773163,,466,2083,2549.0,46.87916666666667,0.6333333333333333,6.563039723661486,5.033333333333333,52.15889464594128,3.9833333333333334,41.278065630397236,10.2,0.55,0.0,9.65,9.65,0.0,91.95578231292517,14.62301559792029
2025-11-29,159.08333333333334,2.880055476020043,32,49.0,459.0,0.0,0.0,93,176.0,5617,570.0,684.0,,,63,101,45,47,91.805,,116,2083,2199.0,21.24375,,,,,,,,,,,,,,
2025-11-30,176.91666666666666,10.002212081444364,30,161.0,91.0,63.0,3.0,99,129.0,14417,757.0,381.0,20,,71,190,43,45,91.22605363984674,57.0,1122,2083,3205.0,56.19166666666667,0.5833333333333334,6.944444444444445,4.2,50.0,3.6166666666666667,43.05555555555556,9.966666666666667,1.5666666666666667,0.0,8.4,8.4,0.0,91.11946902654867,14.609025844930416
2025-12-01,189.05,4.163186987990137,38,184.0,237.0,7.0,63.0,97,230.0,7830,517.0,651.0,,,70,140,45,48,91.97047970479704,,622,2083,2705.0,50.06041666666667,0.15,1.859504132231405,4.683333333333334,58.057851239669425,3.2333333333333334,40.082644628099175,9.366666666666667,1.3,0.35,8.066666666666666,8.066666666666666,4.338842975206612,91.93253968253968,13.829817444219062
2025-12-02,185.5,9.992891513560805,39,242.0,138.0,67.0,6.0,98,189.0,15324,611.0,569.0,20,,72,184,42,45,92.26612903225806,57.0,1081,2083,3164.0,46.81666666666667,0.48333333333333334,4.595879556259905,6.35,60.38034865293186,3.683333333333333,35.02377179080824,10.316666666666666,-0.1999999999999993,0.15,10.516666666666667,10.516666666666667,1.4263074484944533,92.21115537848605,15.319116719242901
2025-12-03,169.06666666666666,2.9651833293565577,36,172.0,269.0,0.0,0.0,98,161.0,5798,631.0,602.0,,,67,110,43,48,92.09893992932862,,311,2083,2394.0,42.15,0.26666666666666666,3.1372549019607843,5.766666666666667,67.84313725490196,2.466666666666667,29.01960784313726,8.416666666666666,-0.08333333333333215,0.03333333333333333,8.5,8.5,0.39215686274509803,92.078125,15.25980392156862
2025-12-04,178.66666666666666,4.033320408812535,35,154.0,238.0,0.0,0.0,97,198.0,7766,616.0,590.0,,,66,113,44,48,91.79428571428572,,303,2083,2386.0,46.59166666666667,0.18333333333333332,1.839464882943144,5.416666666666667,54.347826086956516,4.366666666666666,43.812709030100336,9.383333333333333,-0.5833333333333321,0.3,9.966666666666667,9.966666666666667,3.0100334448160537,91.83333333333333,15.37144499178982
2025-12-05,38.333333333333336,0.7444026883003261,22,9.0,298.0,0.0,0.0,90,79.0,1442,959.0,386.0,,,57,98,42,45,93.53398058252426,,19,2083,2102.0,56.59583333333333,0.48333333333333334,4.581358609794629,6.633333333333334,62.875197472353875,3.433333333333333,32.5434439178515,9.466666666666667,-1.0833333333333321,0.26666666666666666,10.55,10.55,2.527646129541864,93.26530612244898,14.97369158878503
2025-12-06,101.31666666666666,2.1319245605662926,29,76.0,340.0,0.0,0.0,99,146.0,4171,721.0,562.0,,,62,130,43,46,93.75714285714285,,184,2083,2267.0,58.55625,1.3,17.333333333333336,3.3833333333333333,45.111111111111114,2.816666666666667,37.55555555555555,10.1,2.6,0.0,7.5,7.5,0.0,93.55944055944056,14.005345211581307
2025-12-07,245.0,9.294470293486041,41,195.0,166.0,43.0,17.0,99,203.0,15032,533.0,564.0,20,,75,180,46,48,93.58839050131927,57.0,1289,2083,3372.0,34.420833333333334,0.9833333333333333,13.657407407407407,4.483333333333333,62.268518518518526,1.7333333333333334,24.074074074074073,9.85,2.65,0.2,7.2,7.2,2.7777777777777777,93.74183976261128,15.220612244897966
2025-12-08,114.66666666666667,2.217673785095045,26,34.0,316.0,0.0,0.0,95,125.0,4312,840.0,475.0,,,61,106,45,49,89.98648648648648,,112,2083,2195.0,47.83958333333333,1.3666666666666667,14.113597246127366,5.2,53.700516351118765,3.1166666666666667,32.18588640275387,11.7,2.0166666666666666,0.2,9.683333333333334,9.683333333333334,2.0654044750430294,89.89655172413794,15.368082191780836
2025-12-09,139.13333333333333,7.174351785572258,33,137.0,241.0,49.0,2.0,95,177.0,11712,638.0,555.0,20,,67,165,44,46,92.41216216216216,57.0,739,2083,2822.0,53.635416666666664,1.0166666666666666,13.062098501070663,4.133333333333334,53.104925053533194,2.6333333333333333,33.83297644539615,8.716666666666667,0.9333333333333333,0.016666666666666666,7.783333333333333,7.783333333333333,0.21413276231263384,92.744,15.505576923076914
2025-12-10,243.93333333333334,9.216798894456375,36,228.0,95.0,54.0,2.0,99,165.0,15337,681.0,488.0,20,,70,174,45,48,93.27763496143959,57.0,1019,2083,3102.0,55.514583333333334,1.0666666666666667,10.047095761381476,5.9,55.57299843014128,3.65,34.37990580847723,11.483333333333333,0.8666666666666667,0.0,10.616666666666667,10.616666666666667,0.0,93.41566265060241,14.635606299212606
2025-12-11,206.36666666666667,6.935123876560884,32,49.0,327.0,23.0,1.0,94,207.0,11304,594.0,583.0,20,,67,187,48,51,94.27112676056338,57.0,586,2083,2669.0,37.61875,0.48333333333333334,5.5769230769230775,5.816666666666666,67.11538461538461,2.3666666666666667,27.307692307692307,8.1,-0.5666666666666664,0.2,8.666666666666666,8.666666666666666,2.307692307692308,94.0487012987013,15.292480769230773
2025-12-12,125.91666666666667,2.215809671518333,31,49.0,312.0,0.0,0.0,98,162.0,4309,719.0,523.0,,,64,119,45,47,92.77777777777777,,135,2083,2218.0,30.438297872340424,0.3,3.3457249070631967,6.666666666666667,74.34944237918215,2.0,22.304832713754646,9.65,0.6833333333333333,0.3,8.966666666666667,8.966666666666667,3.3457249070631967,,16.108412408759115
2025-12-13,134.65,6.845025053686471,27,94.0,178.0,38.0,6.0,97,177.0,10055,776.0,449.0,20,,64,195,42,43,91.76760563380282,57.0,721,2083,2804.0,58.697916666666664,0.5333333333333333,5.333333333333334,5.85,58.5,3.6166666666666667,36.16666666666667,9.3,-0.6999999999999993,0.08333333333333333,10.0,10.0,0.8333333333333334,91.70588235294117,14.741252086811361
2025-12-14,79.0,1.957319255547602,28,34.0,317.0,0.0,0.0,99,152.0,3823,799.0,503.0,,,61,122,44,48,91.89908256880734,,109,2083,2192.0,48.047916666666666,0.0,0.0,5.966666666666667,65.44789762340037,3.15,34.552102376599635,10.583333333333334,1.4666666666666668,0.03333333333333333,9.116666666666667,9.116666666666667,0.3656307129798903,91.67701863354037,15.331098901098885
2025-12-15,142.91666666666666,8.445677244889843,42,318.0,28.0,55.0,6.0,99,171.0,12341,538.0,517.0,20,,71,183,40,44,87.82352941176471,57.0,907,2083,2990.0,58.860416666666666,0.7833333333333333,8.483754512635379,5.633333333333334,61.01083032490975,2.816666666666667,30.505415162454874,8.116666666666667,-1.1166666666666671,0.26666666666666666,9.233333333333333,9.233333333333333,2.888086642599278,,14.60484042553191
2025-12-16,74.0,1.6180505845860176,24,23.0,332.0,0.0,0.0,96,63.0,3180,915.0,418.0,,,59,111,46,49,90.48523206751055,,62,2083,2145.0,48.69583333333333,0.0,0.0,6.183333333333334,57.43034055727554,4.583333333333333,42.56965944272446,9.916666666666666,-0.8500000000000014,0.55,10.766666666666667,10.766666666666667,5.108359133126935,90.27016129032258,15.156762481089235
2025-12-17,175.9,7.3489570905909485,29,63.0,319.0,48.0,1.0,95,188.0,11537,677.0,570.0,20,,64,168,42,46,90.90789473684211,57.0,659,2083,2742.0,62.766666666666666,1.0,11.07011070110701,4.65,51.476014760147606,3.3833333333333333,37.45387453874539,9.5,0.4666666666666667,0.016666666666666666,9.033333333333333,9.033333333333333,0.18450184501845018,90.59695817490494,14.684555555555548
2025-12-18,107.5,2.540165433866221,31,54.0,337.0,0.0,0.0,98,164.0,4930,657.0,555.0,,,63,121,41,46,93.32365145228216,,113,2083,2196.0,47.27708333333333,1.2166666666666666,13.443830570902392,5.583333333333333,61.69429097605893,2.25,24.861878453038674,8.783333333333333,-0.2666666666666657,0.6833333333333333,9.05,9.05,7.550644567219153,93.66666666666667,14.282469135802469
2025-12-19,105.21666666666667,2.3158504334685435,24,22.0,337.0,2.0,2.0,99,120.0,4550,823.0,479.0,,,58,126,43,44,92.57435897435897,,123,2083,2206.0,62.625,0.0,0.0,6.716666666666667,61.71516079632465,4.166666666666667,38.28483920367535,10.683333333333334,-0.1999999999999993,0.38333333333333336,10.883333333333333,10.883333333333333,3.522205206738132,92.52061855670104,14.713459787556896
2025-12-20,164.3,7.988969418595403,35,138.0,249.0,53.0,4.0,99,248.0,11768,589.0,635.0,20,,68,191,43,46,91.53103448275863,57.0,842,2083,2925.0,53.97708333333333,1.2,15.062761506276152,3.8333333333333335,48.11715481171548,2.933333333333333,36.82008368200837,9.133333333333333,1.1666666666666667,0.016666666666666666,7.966666666666667,7.966666666666667,0.20920502092050208,91.3089430894309,15.609685534591206
2025-12-21,155.38333333333333,2.4370178159548237,43,268.0,331.0,0.0,0.0,99,176.0,4757,509.0,775.0,,,68,115,43,50,92.184375,,239,2083,2322.0,34.55833333333333,1.1833333333333333,15.334773218142548,4.1,53.131749460043196,2.433333333333333,31.533477321814257,9.95,2.2333333333333334,0.31666666666666665,7.716666666666667,7.716666666666667,4.103671706263499,92.2448275862069,12.993235294117634
2025-12-22,73.41666666666667,1.217266165592937,36,70.0,459.0,1.0,1.0,99,226.0,2392,462.0,755.0,,,67,124,46,50,,,133,1961,2094.0,24.487414187643022,1.0333333333333334,20.945945945945947,2.8333333333333335,57.432432432432435,1.0666666666666667,21.62162162162162,1.4333333333333333,-3.5,0.016666666666666666,4.933333333333334,4.933333333333334,0.33783783783783783,,15.9239393939394
2025-12-23,111.4,5.361190646623717,31,28.0,249.0,27.0,7.0,98,71.0,10352,409.0,348.0,,,70,141,48,51,93.6875,,468,2083,2551.0,44.57755775577558,,,,,,,,,,,,,,
2025-12-24,119.75,3.868035671677404,26,21.0,383.0,0.0,0.0,90,171.0,7570,723.0,575.0,,,61,105,41,43,94.73770491803279,,192,2083,2275.0,53.108333333333334,0.0,0.0,5.533333333333333,54.60526315789473,4.6,45.39473684210527,7.883333333333333,-2.25,0.36666666666666664,10.133333333333333,10.133333333333333,3.618421052631579,94.52631578947368,14.773586429725365
2025-12-25,86.81666666666666,5.281033762825102,30,94.0,241.0,37.0,5.0,99,178.0,7919,705.0,513.0,20,,67,175,44,45,95.9090909090909,57.0,662,2083,2745.0,49.572916666666664,0.26666666666666666,2.8828828828828827,5.833333333333333,63.06306306306306,3.15,34.054054054054056,9.216666666666667,-0.03333333333333499,0.5166666666666667,9.25,9.25,5.585585585585585,,14.30442307692308
2025-12-26,102.96666666666667,1.7504026485325697,36,167.0,239.0,0.0,0.0,98,319.0,3393,608.0,725.0,,,62,106,42,44,94.70873786407768,,90,2083,2173.0,57.858333333333334,0.31666666666666665,2.8744326777609683,7.35,66.71709531013616,3.35,30.408472012102873,8.933333333333334,-2.083333333333332,0.016666666666666666,11.016666666666667,11.016666666666667,0.15128593040847202,94.8730964467005,14.755581039755354
2025-12-27,174.25,10.286178716296826,36,133.0,309.0,67.0,22.0,99,238.0,14596,550.0,680.0,20,,71,192,43,45,93.66810344827586,57.0,1045,2083,3128.0,37.03541666666667,0.0,0.0,4.666666666666667,64.36781609195403,2.5833333333333335,35.63218390804598,6.916666666666667,-0.33333333333333215,0.016666666666666666,7.25,7.25,0.22988505747126436,94.01612903225806,15.450671296296294
2025-12-28,177.11666666666667,2.718498966038336,29,113.0,185.0,0.0,0.0,98,148.0,5342,830.0,446.0,,,64,112,45,46,91.55445544554455,,316,2083,2399.0,38.166666666666664,0.0,0.0,4.133333333333334,50.509164969450104,4.05,49.490835030549896,7.883333333333333,-0.3000000000000007,0.2,8.183333333333334,8.183333333333334,2.4439918533604885,91.63809523809523,15.366855983772828
2025-12-29,210.16666666666666,9.53245546011294,39,182.0,155.0,50.0,3.0,99,285.0,13947,516.0,622.0,20,,72,184,40,44,93.52631578947368,57.0,979,2083,3062.0,59.31875,1.0333333333333334,7.588739290085679,7.85,57.6499388004896,4.733333333333333,34.76132190942472,8.066666666666666,-5.550000000000001,0.6,13.616666666666667,13.616666666666667,4.406364749082008,,12.850815347721827
2025-12-30,97.56666666666666,2.2972092977014236,34,58.0,322.0,0.0,0.0,96,263.0,4507,646.0,643.0,,,63,105,43,49,93.90222222222222,,71,2083,2154.0,44.43125,1.0166666666666666,11.010830324909747,4.833333333333333,52.34657039711191,3.3833333333333333,36.64259927797834,9.0,-0.23333333333333428,0.05,9.233333333333333,9.233333333333333,0.5415162454873645,94.07111111111111,13.988369565217386
2025-12-31,145.71666666666667,7.534125705877674,32,126.0,244.0,60.0,2.0,97,193.0,12268,678.0,563.0,20,,66,168,44,46,91.85217391304347,57.0,706,2083,2789.0,58.422916666666666,0.6666666666666666,6.359300476947535,6.133333333333334,58.50556438791733,3.683333333333333,35.13513513513514,9.733333333333333,-0.75,0.25,10.483333333333333,10.483333333333333,2.384737678855326,91.84297520661157,15.243802816901418
2026-01-01,158.58333333333334,2.3568609321562075,40,177.0,170.0,0.0,0.0,99,309.0,4623,534.0,656.0,,,68,118,43,46,93.08208955223881,,273,2077,2350.0,41.02916666666667,0.38333333333333336,5.582524271844661,3.75,54.61165048543689,2.7333333333333334,39.80582524271845,7.6,0.7333333333333333,0.0,6.866666666666666,6.866666666666666,0.0,92.86170212765957,15.342260442260436
2026-01-02,154.03333333333333,4.5701851189055915,31,116.0,220.0,16.0,10.0,99,183.0,8181,686.0,519.0,,,65,170,43,44,94.32208588957056,,559,2077,2636.0,55.95625,0.26666666666666666,2.292263610315186,6.983333333333333,60.02865329512894,4.383333333333334,37.67908309455588,10.616666666666667,-1.0166666666666657,0.05,11.633333333333333,11.633333333333333,0.42979942693409745,94.41839762611276,15.179942775393434
2026-01-03,143.05,9.289499323948142,33,102.0,273.0,77.0,2.0,96,194.0,14606,673.0,569.0,20,,68,164,39,48,91.15068493150685,57.0,965,2077,3042.0,49.270833333333336,0.43333333333333335,4.340567612687813,6.333333333333333,63.43906510851419,3.216666666666667,32.220367278797994,11.283333333333333,1.3,0.2,9.983333333333333,9.983333333333333,2.003338898163606,91.1945701357466,15.44263245033112
2026-01-04,83.66666666666667,1.4241827726079694,26,21.0,374.0,2.0,0.0,98,84.0,2771,872.0,479.0,,,60,118,45,50,90.15126050420169,,78,2077,2155.0,45.81458333333333,0.95,15.281501340482572,3.1666666666666665,50.93833780160858,2.1,33.78016085790885,8.216666666666667,2.0,0.016666666666666666,6.216666666666667,6.216666666666667,0.2680965147453083,90.12941176470588,16.452139037433145
2026-01-05,213.38333333333333,12.915200230652987,42,245.0,147.0,101.0,6.0,99,148.0,19690,558.0,540.0,20,,77,175,43,46,90.0,58.0,1606,2077,3683.0,42.572916666666664,0.0,0.0,4.066666666666666,45.018450184501845,4.966666666666667,54.981549815498155,9.15,0.11666666666666667,0.2833333333333333,9.033333333333333,9.033333333333333,3.136531365313653,,15.195330882352934
2026-01-06,90.58333333333333,1.4664360136801082,29,50.0,401.0,0.0,0.0,91,188.0,2852,727.0,639.0,,,61,104,44,47,93.25409836065573,,62,2077,2139.0,42.50625,0.21666666666666667,2.7659574468085104,4.35,55.53191489361702,3.2666666666666666,41.702127659574465,9.383333333333333,1.55,0.25,7.833333333333333,7.833333333333333,3.1914893617021276,94.63054187192118,15.052147368421053
2026-01-07,69.83333333333333,1.399327924918476,27,26.0,423.0,0.0,0.0,89,123.0,2750,784.0,572.0,,,60,94,45,50,91.16412213740458,,43,2077,2120.0,56.23125,0.2833333333333333,3.0303030303030303,5.95,63.63636363636363,3.1166666666666667,33.33333333333333,10.266666666666667,0.9166666666666666,0.16666666666666666,9.35,9.35,1.7825311942959003,91.17948717948718,15.493251318101924
2026-01-08,63.666666666666664,1.5335441024417402,26,67.0,128.0,0.0,0.0,98,139.0,3000,648.0,334.0,,,58,116,41,43,90.68715083798882,,82,2077,2159.0,75.48603351955308,4.166666666666667,2.2988505747126435,2.0166666666666666,32.61455525606469,0.0,35.79638752052545,6.183333333333334,0.0,0.016666666666666666,6.183333333333334,10.15,0.0,90.41904761904762,14.926233552631581
2026-01-09,129.91666666666666,8.683662411516742,34,120.0,186.0,52.0,4.0,94,245.0,12159,585.0,551.0,20,,67,195,42,45,90.64150943396227,57.0,832,2077,2909.0,64.1617312072893,1.2,13.48314606741573,4.466666666666667,50.187265917603,3.2333333333333334,36.329588014981276,11.266666666666667,2.3666666666666667,0.0,8.9,8.9,0.0,90.6027397260274,14.75640449438201
2026-01-10,41.0,0.8258023144834168,26,35.0,384.0,0.0,0.0,98,115.0,1623,849.0,534.0,,,57,119,43,45,93.27609427609427,,30,2077,2107.0,57.18125,0.0,0.0,7.05,62.481536189069416,4.233333333333333,37.51846381093058,10.566666666666666,-0.716666666666665,0.35,11.283333333333333,11.283333333333333,3.10192023633678,93.2589928057554,14.658748137108807
2026-01-11,69.23333333333333,1.3365694345025054,23,23.0,393.0,0.0,0.0,94,90.0,2626,830.0,506.0,,,56,98,39,41,93.98809523809524,,26,2077,2103.0,60.395833333333336,1.1166666666666667,9.867452135493373,6.283333333333333,55.52282768777614,3.9166666666666665,34.609720176730484,9.266666666666667,-2.0500000000000007,0.85,11.316666666666666,11.316666666666666,7.511045655375552,93.83333333333333,14.297426573426593
2026-01-12,204.98333333333332,9.628767994909726,30,85.0,255.0,69.0,3.0,98,184.0,15261,666.0,524.0,20,,66,168,42,44,92.92203389830509,57.0,897,2077,2974.0,57.42916666666667,0.7,7.179487179487179,6.016666666666667,61.70940170940171,3.033333333333333,31.11111111111111,9.7,-0.05000000000000071,0.18333333333333332,9.75,9.75,1.8803418803418803,92.91919191919192,13.891535836177487
2026-01-13,56.75,1.2421210132824305,43,122.0,184.0,0.0,0.0,96,204.0,2441,287.0,510.0,,,64,106,42,45,96.0,,68,2077,2145.0,29.356902356902356,0.35,8.108108108108109,2.1666666666666665,50.19305019305019,1.8,41.6988416988417,5.05,0.7333333333333333,0.15,4.316666666666666,4.316666666666666,3.474903474903475,,15.04828897338402
2026-01-14,199.83333333333334,10.368821084864392,45,170.0,273.0,52.0,23.0,99,364.0,16227,384.0,807.0,20,,75,165,46,47,93.07323943661972,57.0,970,2077,3047.0,13.19375,0.0,0.0,7.883333333333334,76.16747181964574,2.466666666666667,23.832528180354267,9.75,-0.6000000000000014,0.45,10.35,10.35,4.3478260869565215,93.09677419354838,14.060611285266452
2026-01-15,64.5,1.2160234232084626,36,145.0,318.0,0.0,0.0,98,261.0,2389,631.0,724.0,,,65,117,47,48,89.99256505576209,,134,2077,2211.0,38.6125,0.0,0.0,6.25,68.43065693430657,2.8833333333333333,31.569343065693428,8.216666666666667,-0.9166666666666679,0.1,9.133333333333333,9.133333333333333,1.094890510948905,90.144,15.844076782449724
2026-01-16,116.58333333333333,5.364918873777142,34,169.0,218.0,34.0,0.0,99,163.0,7939,718.0,550.0,20,,69,185,46,49,93.86440677966101,57.0,708,2077,2785.0,52.56875,1.15,13.827655310621243,4.533333333333333,54.50901803607214,2.6333333333333333,31.663326653306612,8.766666666666667,0.45,0.18333333333333332,8.316666666666666,8.316666666666666,2.2044088176352705,94.04950495049505,14.177893700787395
