time,latitude,longitude,ele,hr,cadence,power,dt,dist,speed_mps,speed_mps_smooth,pace_sec_km,lat_prev,lon_prev,distance_segment_m,time_prev,time_delta_s,distance_cumulative_km,pace_min_per_km,heart_rate,is_walk,planning_id
2025-07-22 02:54:09+00:00,34.606955,-98.426696,343.8,93,0,,0.0,,1.4401544120244487,1.3921473224262702,718.3147816979415,,,,,0.0,,11.572856258219801,93,True,2025w30-Tue
2025-07-22 02:54:10+00:00,34.606965,-98.426706,343.8,93,0,,1.0,1.4401544120244487,1.4401544120244487,1.4041485643457476,712.1753533721999,34.606955,-98.426696,1.4401544120244487,2025-07-22 02:54:09+00:00,1.0,0.0014401544120244488,11.572856258219801,93,True,2025w30-Tue
2025-07-22 02:54:11+00:00,34.606974,-98.426715,343.8,93,0,,1.0,1.2961389115955226,1.2961389115955226,1.4000781721939424,714.2458327401717,34.606965,-98.426706,1.2961389115955226,2025-07-22 02:54:10+00:00,1.0,0.0027362933236199714,12.85872976337359,93,True,2025w30-Tue
2025-07-22 02:54:12+00:00,34.606984,-98.426725,343.8,93,0,,1.0,1.44015427987175,1.44015427987175,1.3832757321237874,722.9216683102421,34.606974,-98.426715,1.44015427987175,2025-07-22 02:54:11+00:00,1.0,0.004176447603491722,11.572857320178375,93,True,2025w30-Tue
2025-07-22 02:54:13+00:00,34.606994,-98.426734,343.9,93,0,,1.0,1.383798514437153,1.383798514437153,1.3832756650454878,722.9217033664189,34.606984,-98.426725,1.383798514437153,2025-07-22 02:54:12+00:00,1.0,0.005560246117928875,12.044166709326916,93,True,2025w30-Tue
2025-07-22 02:54:14+00:00,34.607003,-98.426744,343.9,93,0,,1.0,1.3561420955962733,1.3561420955962733,1.3832756043609304,722.9217350811282,34.606994,-98.426734,1.3561420955962733,2025-07-22 02:54:13+00:00,1.0,0.006916388213525148,12.289788845963022,93,True,2025w30-Tue
2025-07-22 02:54:15+00:00,34.607013,-98.426754,343.9,93,98,,1.0,1.440154077092035,1.440154077092035,1.3832755371173042,722.9217702237137,34.607003,-98.426744,1.440154077092035,2025-07-22 02:54:14+00:00,1.0,0.008356542290617183,11.57285894968507,93,True,2025w30-Tue
2025-07-22 02:54:16+00:00,34.607022,-98.426763,343.9,92,0,,1.0,1.2961386084527091,1.2961386084527091,3.3243497565158764,300.81070682769,34.607013,-98.426754,1.2961386084527091,2025-07-22 02:54:15+00:00,1.0,0.009652680899069892,12.858732770792313,92,True,2025w30-Tue
2025-07-22 02:54:17+00:00,34.607032,-98.426773,343.9,92,96,,1.0,1.4401539429132146,1.4401539429132146,3.680359592385418,271.71257995250727,34.607022,-98.426763,1.4401539429132146,2025-07-22 02:54:16+00:00,1.0,0.011092834841983108,11.572860027925746,92,True,2025w30-Tue
2025-07-22 02:54:18+00:00,34.607109,-98.42685,344.1,91,96,,1.0,11.089183018095785,11.089183018095785,3.9220647628599172,254.96774287602875,34.607032,-98.426773,11.089183018095785,2025-07-22 02:54:17+00:00,1.0,0.022182017860078892,1.5029691522632995,91,True,2025w30-Tue
2025-07-22 02:54:19+00:00,34.607085,-98.426868,344.1,88,96,,1.0,3.1361937339825174,3.1361937339825174,4.02591978580082,248.39044322913253,34.607109,-98.42685,3.1361937339825174,2025-07-22 02:54:18+00:00,1.0,0.02531821159406141,5.314308175354867,88,True,2025w30-Tue
2025-07-22 02:54:20+00:00,34.607073,-98.426893,344.1,89,96,,1.0,2.6486815985240395,2.6486815985240395,3.915623923335063,255.38714125238764,34.607085,-98.426868,2.6486815985240395,2025-07-22 02:54:19+00:00,1.0,0.027966893192585447,6.2924513121121874,89,True,2025w30-Tue
2025-07-22 02:54:21+00:00,34.607086,-98.426905,344.2,88,98,,1.0,1.8154144398856231,1.8154144398856231,1.784199475104111,560.4754479269468,34.607073,-98.426893,1.8154144398856231,2025-07-22 02:54:20+00:00,1.0,0.02978230763247107,9.180658495285547,88,True,2025w30-Tue
2025-07-22 02:54:22+00:00,34.607089,-98.426914,344.2,89,98,,1.0,0.8886738684518026,0.8886738684518026,1.2433706864295933,804.2653819285016,34.607086,-98.426905,0.8886738684518026,2025-07-22 02:54:21+00:00,1.0,0.030670981500922873,18.75457419383309,89,True,2025w30-Tue
2025-07-22 02:54:23+00:00,34.607086,-98.426917,344.2,89,98,,1.0,0.4320460564617391,0.4320460564617391,0.8913696214744025,1121.8690607224346,34.607089,-98.426914,0.4320460564617391,2025-07-22 02:54:22+00:00,1.0,0.031103027557384613,38.576211380084565,89,True,2025w30-Tue
