time,latitude,longitude,ele,hr,cadence,power,dt,dist,speed_mps,speed_mps_smooth,pace_sec_km,lat_prev,lon_prev,distance_segment_m,time_prev,time_delta_s,distance_cumulative_km,pace_min_per_km,heart_rate,is_walk,planning_id
2025-06-14 13:40:49+00:00,34.606963,-98.42605,342.1,87,82,,0.0,,1.4643366484986935,1.4338276532403793,697.4338915420202,,,,,0.0,,11.381740679021782,87,True,2025w24-Sat
2025-06-14 13:40:50+00:00,34.606963,-98.426066,342.1,84,92,,1.0,1.4643366484986935,1.4643366484986935,1.4414543961666988,693.7437650884613,34.606963,-98.42605,1.4643366484986935,2025-06-14 13:40:49+00:00,1.0,0.0014643366484986934,11.381740679021782,84,True,2025w24-Sat
2025-06-14 13:40:51+00:00,34.606963,-98.426081,342.1,83,102,,1.0,1.3728156053477363,1.3728156053477363,1.427726259159442,700.4143781656988,34.606963,-98.426066,1.3728156053477363,2025-06-14 13:40:50+00:00,1.0,0.00283715225384643,12.140523414124724,83,True,2025w24-Sat
2025-06-14 13:40:52+00:00,34.606963,-98.426097,342.0,82,100,,1.0,1.4643366473343429,1.4643366473343429,1.427726259159442,700.4143781656988,34.606963,-98.426081,1.4643366473343429,2025-06-14 13:40:51+00:00,1.0,0.004301488901180772,11.381740688071842,82,True,2025w24-Sat
2025-06-14 13:40:53+00:00,34.606963,-98.426112,342.0,83,100,,1.0,1.3728156076764377,1.3728156076764377,1.4094220761362752,709.5106688986695,34.606963,-98.426097,1.3728156076764377,2025-06-14 13:40:52+00:00,1.0,0.00567430450885721,12.140523393530804,83,True,2025w24-Sat
2025-06-14 13:40:54+00:00,34.606963,-98.426128,342.0,83,100,,1.0,1.4643366473343429,1.4643366473343429,1.427726259159442,700.4143781656988,34.606963,-98.426112,1.4643366473343429,2025-06-14 13:40:53+00:00,1.0,0.007138641156191553,11.381740688071842,83,True,2025w24-Sat
2025-06-14 13:40:55+00:00,34.606963,-98.426143,342.0,85,100,,1.0,1.3728156065120871,1.3728156065120871,1.4094220763963932,709.5106687677246,34.606963,-98.426128,1.3728156065120871,2025-06-14 13:40:54+00:00,1.0,0.00851145676270364,12.140523403827762,85,True,2025w24-Sat
2025-06-14 13:40:56+00:00,34.606963,-98.426159,342.0,83,100,,1.0,1.4643366473343429,1.4643366473343429,1.4277262591594417,700.414378165699,34.606963,-98.426143,1.4643366473343429,2025-06-14 13:40:55+00:00,1.0,0.009975793410037983,11.381740688071842,83,True,2025w24-Sat
2025-06-14 13:40:57+00:00,34.606963,-98.426174,342.0,83,102,,1.0,1.3728156076764377,1.3728156076764377,1.6857831764606757,593.1960966056818,34.606963,-98.426159,1.3728156076764377,2025-06-14 13:40:56+00:00,1.0,0.011348609017714421,12.140523393530804,83,True,2025w24-Sat
2025-06-14 13:40:58+00:00,34.606963,-98.42619,342.0,83,102,,1.0,1.4643366473343429,1.4643366473343429,1.8678249400901545,535.3820791962082,34.606963,-98.426174,1.4643366473343429,2025-06-14 13:40:57+00:00,1.0,0.012812945665048765,11.381740688071842,83,True,2025w24-Sat
2025-06-14 13:40:59+00:00,34.606965,-98.42622,342.0,83,102,,1.0,2.754623015932353,2.754623015932353,2.089393843448464,478.607708707296,34.606963,-98.42619,2.754623015932353,2025-06-14 13:40:58+00:00,1.0,0.015567568680981119,6.050446795660294,83,True,2025w24-Sat
2025-06-14 13:41:00+00:00,34.606983,-98.426232,342.0,81,102,,1.0,2.2830256817445163,2.2830256817445163,2.214015939744949,451.6679315846292,34.606965,-98.42622,2.2830256817445163,2025-06-14 13:40:59+00:00,1.0,0.017850594362725635,7.300268294513692,81,True,2025w24-Sat
2025-06-14 13:41:01+00:00,34.607006,-98.426235,342.0,83,102,,1.0,2.572182694274239,2.572182694274239,2.310131671532605,432.87575869498926,34.606983,-98.426232,2.572182694274239,2025-06-14 13:41:00+00:00,1.0,0.020422777056999873,6.479594173889983,83,True,2025w24-Sat
2025-06-14 13:41:02+00:00,34.607023,-98.426242,342.0,84,102,,1.0,1.9959269500782963,1.9959269500782963,2.126941181231879,470.15874666586757,34.607006,-98.426235,1.9959269500782963,2025-06-14 13:41:01+00:00,1.0,0.02241870400707817,8.350355707830989,84,True,2025w24-Sat
2025-06-14 13:41:03+00:00,34.60704,-98.426247,342.0,84,104,,1.0,1.944915969889726,1.944915969889726,1.9295639914722487,518.251793886869,34.607023,-98.426242,1.944915969889726,2025-06-14 13:41:02+00:00,1.0,0.024363619976967895,8.569367652909435,84,True,2025w24-Sat
2025-06-14 13:41:04+00:00,34.607051,-98.426262,342.0,84,104,,1.0,1.8386692998502114,1.8386692998502114,1.7283934531117922,578.5719670481303,34.60704,-98.426247,1.8386692998502114,2025-06-14 13:41:03+00:00,1.0,0.026202289276818107,9.06454466899391,84,True,2025w24-Sat
2025-06-14 13:41:05+00:00,34.60706,-98.426271,342.0,82,104,,1.0,1.2961383694429427,1.2961383694429427,1.7525473241124796,570.5980011161281,34.607051,-98.426262,1.2961383694429427,2025-06-14 13:41:04+00:00,1.0,0.02749842764626105,12.858735141961002,82,True,2025w24-Sat
2025-06-14 13:41:06+00:00,34.607065,-98.426287,342.0,86,106,,1.0,1.5663286142691042,1.5663286142691042,1.8167188230013767,550.4429124303966,34.60706,-98.426271,1.5663286142691042,2025-06-14 13:41:05+00:00,1.0,0.029064756260530154,10.640615160936187,86,True,2025w24-Sat
2025-06-14 13:41:07+00:00,34.607063,-98.42631,342.0,86,106,,1.0,2.116696470437364,2.116696470437364,1.7609499049385473,567.8753252409514,34.607065,-98.426287,2.116696470437364,2025-06-14 13:41:06+00:00,1.0,0.031181452730967518,7.873920627153609,86,True,2025w24-Sat
2025-06-14 13:41:08+00:00,34.607058,-98.426334,342.0,85,106,,1.0,2.2657739087910245,2.2657739087910245,1.8341861337819636,545.2009376704151,34.607063,-98.42631,2.2657739087910245,2025-06-14 13:41:07+00:00,1.0,0.03344722663975854,7.355853086371289,85,True,2025w24-Sat
2025-06-14 13:41:09+00:00,34.607059,-98.426351,342.0,85,108,,1.0,1.5598243233473312,1.5598243233473312,1.9035188831652838,525.3428315547576,34.607058,-98.426334,1.5598243233473312,2025-06-14 13:41:08+00:00,1.0,0.03500705096310587,10.684985322086666,85,True,2025w24-Sat
2025-06-14 13:41:10+00:00,34.607057,-98.426369,342.0,85,108,,1.0,1.6623200193612608,1.6623200193612608,1.8126437458475397,551.6803852333537,34.607059,-98.426351,1.6623200193612608,2025-06-14 13:41:09+00:00,1.0,0.03666937098246713,10.026168130011515,85,True,2025w24-Sat
2025-06-14 13:41:11+00:00,34.607052,-98.426389,342.1,85,108,,1.0,1.912992839979778,1.912992839979778,1.6557139116455808,603.9690751925374,34.607057,-98.426369,1.912992839979778,2025-06-14 13:41:10+00:00,1.0,0.03858236382244691,8.712369252869854,85,True,2025w24-Sat
2025-06-14 13:41:12+00:00,34.60705,-98.426407,342.1,85,108,,1.0,1.662320156898232,1.662320156898232,1.7287796766480958,578.4427093329119,34.607052,-98.426389,1.662320156898232,2025-06-14 13:41:11+00:00,1.0,0.04024468397934514,10.026167300466863,85,True,2025w24-Sat
2025-06-14 13:41:13+00:00,34.607055,-98.426422,342.1,85,108,,1.0,1.481123653669324,1.481123653669324,1.9276024942297418,518.7791585627689,34.60705,-98.426407,1.481123653669324,2025-06-14 13:41:12+00:00,1.0,0.041725807633014464,11.252740416851793,85,True,2025w24-Sat
2025-06-14 13:41:14+00:00,34.607056,-98.426443,342.2,86,108,,1.0,1.9251536528388182,1.9251536528388182,1.9843043554728337,503.9549488675658,34.607055,-98.426422,1.9251536528388182,2025-06-14 13:41:13+00:00,1.0,0.04365096128585328,8.657334948523927,86,True,2025w24-Sat
2025-06-14 13:41:15+00:00,34.607055,-98.426472,342.2,87,108,,1.0,2.656435480708252,2.656435480708252,1.9931132268677267,501.7276422230904,34.607056,-98.426443,2.656435480708252,2025-06-14 13:41:14+00:00,1.0,0.04630739676656153,6.274084245989805,87,True,2025w24-Sat
2025-06-14 13:41:16+00:00,34.607055,-98.426496,342.3,86,108,,1.0,2.1965025367147653,2.1965025367147653,1.9967260993859057,500.81981715346467,34.607055,-98.426472,2.1965025367147653,2025-06-14 13:41:15+00:00,1.0,0.048503899303276296,7.587835534634902,86,True,2025w24-Sat
2025-06-14 13:41:17+00:00,34.607059,-98.426514,342.3,88,108,,1.0,1.7063645758385892,1.7063645758385892,1.9273199756265598,518.8552044529639,34.607055,-98.426496,1.7063645758385892,2025-06-14 13:41:16+00:00,1.0,0.05021026387911489,9.76737341831489,88,True,2025w24-Sat
2025-06-14 13:41:18+00:00,34.607066,-98.426528,342.4,87,108,,1.0,1.4991880403715305,1.4991880403715305,1.7611562587705905,567.808787562138,34.607059,-98.426514,1.4991880403715305,2025-06-14 13:41:17+00:00,1.0,0.05170945191948642,11.117151118594595,87,True,2025w24-Sat
