,time,lat,lon,ele,hr,cadence,power,dt,dist,speed_mps,speed_mps_smooth,pace_sec_km,pace_min_per_km,is_walk,heart_rate,latitude,lat_prev,longitude,lon_prev,distance_cumulative_km,distance_segment_m,time_prev,time_delta_s
0,2025-09-07 00:29:20+00:00,34.608263,-98.42509,342.4,95,0,,0.0,0.0,0.0,0.0,,,True,95,34.608263,,-98.42509,,0.0,0.0,,
1,2025-09-07 00:29:21+00:00,34.608263,-98.42509,342.4,96,154,,1.0,0.0,0.0,0.0,,,False,96,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:20+00:00,1.0
2,2025-09-07 00:29:22+00:00,34.608263,-98.42509,342.4,98,152,,1.0,0.0,0.0,0.0,,,False,98,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:21+00:00,1.0
3,2025-09-07 00:29:23+00:00,34.608263,-98.42509,342.4,100,152,,1.0,0.0,0.0,0.0,,,False,100,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:22+00:00,1.0
4,2025-09-07 00:29:24+00:00,34.608263,-98.42509,342.4,101,152,,1.0,0.0,0.0,0.0,,,False,101,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:23+00:00,1.0
5,2025-09-07 00:29:25+00:00,34.608263,-98.42509,342.4,105,152,,1.0,0.0,0.0,0.0,,,False,105,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:24+00:00,1.0
6,2025-09-07 00:29:26+00:00,34.608263,-98.42509,342.4,102,152,,1.0,0.0,0.0,0.0,,,False,102,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:25+00:00,1.0
7,2025-09-07 00:29:27+00:00,34.608263,-98.42509,342.4,103,152,,1.0,0.0,0.0,0.0,,,False,103,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:26+00:00,1.0
8,2025-09-07 00:29:28+00:00,34.608263,-98.42509,342.4,104,152,,1.0,0.0,0.0,0.0,,,False,104,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:27+00:00,1.0
9,2025-09-07 00:29:29+00:00,34.608263,-98.42509,342.4,104,152,,1.0,0.0,0.0,0.0,,,False,104,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:28+00:00,1.0
10,2025-09-07 00:29:30+00:00,34.608263,-98.42509,342.4,106,154,,1.0,0.0,0.0,0.0,,,False,106,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:29+00:00,1.0
11,2025-09-07 00:29:31+00:00,34.608263,-98.42509,342.4,106,154,,1.0,0.0,0.0,0.0,,,False,106,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:30+00:00,1.0
12,2025-09-07 00:29:32+00:00,34.608263,-98.42509,342.4,107,154,,1.0,0.0,0.0,0.0,,,False,107,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:31+00:00,1.0
13,2025-09-07 00:29:33+00:00,34.608263,-98.42509,342.4,108,154,,1.0,0.0,0.0,0.0,,,False,108,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:32+00:00,1.0
14,2025-09-07 00:29:34+00:00,34.608263,-98.42509,342.4,108,154,,1.0,0.0,0.0,0.0,,,False,108,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:33+00:00,1.0
15,2025-09-07 00:29:35+00:00,34.608263,-98.42509,342.4,109,154,,1.0,0.0,0.0,0.0,,,False,109,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:34+00:00,1.0
16,2025-09-07 00:29:36+00:00,34.608263,-98.42509,342.4,110,154,,1.0,0.0,0.0,0.0,,,False,110,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:35+00:00,1.0
17,2025-09-07 00:29:37+00:00,34.608263,-98.42509,342.4,110,152,,1.0,0.0,0.0,0.0,,,False,110,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:36+00:00,1.0
18,2025-09-07 00:29:38+00:00,34.608263,-98.42509,342.4,111,152,,1.0,0.0,0.0,0.0,,,False,111,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:37+00:00,1.0
19,2025-09-07 00:29:39+00:00,34.608263,-98.42509,342.4,111,152,,1.0,0.0,0.0,0.0,,,False,111,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:38+00:00,1.0
20,2025-09-07 00:29:40+00:00,34.608263,-98.42509,342.4,111,150,,1.0,0.0,0.0,0.0,,,False,111,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:39+00:00,1.0
21,2025-09-07 00:29:41+00:00,34.608263,-98.42509,342.4,113,150,,1.0,0.0,0.0,0.0,,,False,113,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:40+00:00,1.0
22,2025-09-07 00:29:42+00:00,34.608263,-98.42509,342.4,118,150,,1.0,0.0,0.0,0.0,,,False,118,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:41+00:00,1.0
23,2025-09-07 00:29:43+00:00,34.608263,-98.42509,342.4,119,148,,1.0,0.0,0.0,0.0,,,False,119,34.608263,34.608263,-98.42509,-98.42509,0.0,0.0,2025-09-07 00:29:42+00:00,1.0
